index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	एतावत्	1	एतावत्	एता{अव्य;वत्}/एता{मतुप्;नपुं;1;एक}/एता{मतुप्;नपुं;2;एक}/एता{मतुप्;नपुं;8;एक}	एता{अव्य;वत्}	विशेषणम्,3.1	विशेषणम्,3.1	NA	एते_वत्					
2.1	उक्त्वा		उक्त्वा	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1	NA	बोल_कर					
3.1	वचनम्	2	वचनम्	वचन{नपुं;1;एक}/वचन{नपुं;2;एक}	वचन{नपुं;2;एक}	गौणकर्म,2.1	गौणकर्म,2.1	N2	वचन_को					
4.1	अनुज्ञाप्य		अनुज्ञाप्य	अनु_{कृत्_धातु ज्ञा1} अव्य क्त्वा{धातुः ज्ञा} भ्वादिः{कृदन्त}	अनु_{कृत्_धातु ज्ञा1} अव्य क्त्वा{धातुः ज्ञा} भ्वादिः{कृदन्त}	समुच्चितः,2.1	समुच्चितः,2.1	KP	प्र_आङ्_उच्1_कर					
5.1	च	3	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	समुच्चय_द्योतकः,2.1	NA	और					
6.1	पार्थिवम्	4	पार्थिवम्	पार्थिव{पुं;2;एक}	पार्थिव{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	पार्थिव_को					
7.1	तथा	5	तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	NA	वैसे					
8.1	अस्तु		अस्तु	अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	वाक्यकर्म,12.1	वाक्यकर्म,12.1	KP	हो					
9.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,12.1	वाक्यकर्म_द्योतकः,12.1	NA	ऐसा					
10.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	और					
11.1	तेन	7	तेन	तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनुँ;:तनादिः}	तद्{सर्वनाम;नपुं;3;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N3	उससे					
12.1	उक्तः		उक्तः	उक्त{पुं;1;एक(वच्1;क्त;वचँ;:अदादिः)}	उक्त{पुं;1;एक(वच्1;क्त;वचँ;:अदादिः)}	विशेषणम्,16.1	विशेषणम्,16.1	N1	कहा_हुवा					
13.1	कौन्तेयेन	8	कौन्तेयेन	कौन्तेय{पुं;3;एक}	कौन्तेय{पुं;3;एक}	कर्ता,12.1	कर्ता,12.1	N3	कौन्तेय_से					
14.1	ययौ	9	ययौ	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}/या1{कर्तरि;लिट्;उ;एक;परस्मैपदी;या;:अदादिः}/ययि{पुं;7;एक}	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}	अभिहित_कर्ता,15.1;सकर्मक	अभिहित_कर्ता,15.1;सकर्मक	KP	गया					
15.1	वनम्	10	वनम्	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	मुख्यकर्म,14.1	मुख्यकर्म,14.1	N2	वन					
16.1	(व्यासः)				व्यास{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1						
17.1	.	.	-	-	-	-	-	FS	-					
