index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
														
1.1	इति	1	इति	इति{अव्य}	इति{अव्य}	कर्म,1.2	कर्म,1.2	NA	ऐसा					
1.2	उक्त्वा		उक्त्वा	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	NA	बोल_कर					
2.1	सः	2	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	उस					
3.1	तु	3	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	तो					
4.1	धर्मात्मा	4	धर्मात्मा	धर्मात्मन्{पुं;1;एक}	धर्मात्मन्{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	धर्मात्मा					
5.1	वृद्धः	5	वृद्धो	वृद्ध{पुं;1;एक}	वृद्ध{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	वृद्ध					
6.1	राजा	6	राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	राजा					
7.1	कुरू-	7	कुरू-उद्वह	कुरु	कुरु	समासः,7.2	समासः,7.2	CP	कुरु-उद्वह1					
7.2	उद्वह			उद्वह{पुं;1;एक(वह्1;घञ्;वहँ;:भ्वादिः)}/उद्वह{पुं;1;एक}	उद्वह{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1						
8.1	गान्धारीम्	8	गान्धारीम्	गान्धारी{स्त्री;2;एक}	गान्धारी{स्त्री;2;एक}	कर्म,9.1	कर्म,9.1	N2	गान्धारी_को					
9.1	शिश्रिये	9	शिश्रिये	श्रि1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;श्रिञ्;:भ्वादिः}/श्रि1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;श्रिञ्;:भ्वादिः}/श्रि1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;श्रिञ्;:भ्वादिः}/श्रि1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;श्रिञ्;:भ्वादिः}/श्री1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;श्रीञ्;:क्र्यादिः}/श्री1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;श्रीञ्;:क्र्यादिः}	श्री1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;श्रीञ्;:क्र्यादिः}	अभिहित_कर्ता,6.1;सकर्मक	अभिहित_कर्ता,6.1;सकर्मक	KP	पकाया					
10.1	धीमान्	10	धीमान्	धीमत्{पुं;1;एक}	धीमत्{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	बुद्धिमान्					
10.2	सहसा		सहसा	सहसा{अव्य}	सहसा{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	NA	अचानक					
10.3	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,10.2	सम्बन्धः,10.2	NA	ही					
11.1	गत-	11	गत-असुवत्		गत	Bs6,11.2	Bs6,11.2	CP						
11.2	असुवत्				असुवत्{पुं;1;एक}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	N1	निर्जीव_ने					
12.1	.	.	-	-	-	-		FS	-					
