index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
4	राज्ञः	5	राज्ञस्तु	राजन्{पुं;2;बहु}/राजन्{पुं;5;एक}/राजन्{पुं;6;एक}	राजन्{पुं;6;एक}	षष्ठीसम्बन्धः,6	षष्ठीसम्बन्धः,6	N6	राजा_से					
5	तु			तु{अव्य}	तु{अव्य}	सम्बन्धः,10	सम्बन्धः,10	NA	तो					
6	चित्तम्	6	चित्तम्	चित्त{नपुं;1;एक}/चित्त{नपुं;2;एक}/चित्त{पुं;2;एक}	चित्त{नपुं;1;एक}	कर्म,7	कर्म,7	N1	चित्त					
7	रक्षन्तौ	7	रक्षन्तौ	रक्षत्{पुं;1;द्वि(रक्ष्1;शतृ_लट्;रक्षँ;:भ्वादिः)}/रक्षत्{पुं;2;द्वि(रक्ष्1;शतृ_लट्;रक्षँ;:भ्वादिः)}	रक्षत्{पुं;1;द्वि(रक्ष्1;शतृ_लट्;रक्षँ;:भ्वादिः)}	कर्ता,11	कर्ता,11	N1	रक्षा_करते_हुए					
8	किञ्चित्	9	किञ्चिदप्रियम्	किञ्चित्{अव्य}/किञ्चित्{सर्वनाम;नपुं;1;एक}/किञ्चित्{सर्वनाम;नपुं;2;एक}	किञ्चित्{सर्वनाम;नपुं;2;एक}	विशेषणम्,9.2	विशेषणम्,9.2	N2	कुछकी					
9.1	अ-			अ-	अ-	Tn,9.2	Tn,9.2	CP	अप्रिय_को					
9.2	प्रियम्			प्रिय{पुं;2;एक}/प्रिय{नपुं;1;एक}/प्रिय{नपुं;2;एक}	प्रिय{नपुं;2;एक}	मुख्यकर्म,11	मुख्यकर्म,11	N2						
10	न	8	नोचतुः	न{अव्य}	न{अव्य}	प्रतिषेधः,11	प्रतिषेधः,11	NA	नहीं					
11	ऊचतुः			उच्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;उचँ;:दिवादिः}/वच्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;वचँ;:अदादिः}	वच्1{कर्तरि;लिट्;प्र;द्वि;परस्मैपदी;वचँ;:अदादिः}	अभिहित_कर्ता,1;सकर्मक	अभिहित_कर्ता,1;सकर्मक	KP	बोले					
12	.	.	-	-	-	-	-	FS	-					
