index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	किम्	1	किं	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{सर्वनाम;नपुं;2;एक}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	N2	क्या_					
2.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो					
3.1	यावत्	7	यावत्	यावत्{अव्य}	यावत्{अव्य}	कर्म,7.1	कर्म,7.1	NA	जब_तक				नित्य_सम्बन्धः,8	
4.1	त्वम् (युधिष्ठिरः)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	तुम					
5.1	यत्	6	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;2;एक}	वीप्सा,7.1	वीप्सा,7.1	N2	जिस					
6.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;2;एक}	सम्बन्धः,7.1	सम्बन्धः,7.1	N2	जिसको					
7.1	इच्छसि		इच्छसि	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	इच्छा_करते_हो					
8.1	(तावत्)			तावत्{अव्य}/तावत्{नपुं;1;एक}/तावत्{नपुं;2;एक}/तावत्{नपुं;8;एक}	तावत्{अव्य}	कर्म,11.1	कर्म,11.1	NA	तब_तक				नित्य_सम्बन्धः,3	
9.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	और					
10.1	मत्-गृहात्	9	मत्-गृहात्	मत्-गृह{पुं;5;एक}/गृह<वर्गः:ना>{नपुं;5;एक}	मत्-गृह{नपुं;5;एक}	अपादानम्,11.1	अपादानम्,11.1	N5	मत्-घर_से					
11.1	गृह्यताम्	8	गृह्यताम्	गृह्1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;गृहूँ;भ्वादिः}/गृह1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;गृह;चुरादिः}/ग्रह्1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;ग्रहँ;क्र्यादिः}	ग्रह्1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;ग्रहँ;क्र्यादिः}	वाक्यकर्म,17.1	वाक्यकर्म,17.1	KP	ले					
12.1	इति			इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,11.1	वाक्यकर्म_द्योतकः,11.1	NA	ऐसा					
13.1	मत्-वचनात्	3	मत्-वचनात्	मत्-वचन{पुं;5;एक}/वचन<वर्गः:ना>{नपुं;5;एक}	मत्-वचन{नपुं;5;एक}	अपादानम्,17.1	अपादानम्,17.1	N5	मत्-वचन_से					
14.1	त्वम् (विदुरः)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,17.1	कर्ता,17.1	N1	तुम					
15.1	भरतर्षभम्	5	भरतर्षभम्	भरतर्षभ{पुं;2;एक}	भरतर्षभ{पुं;2;एक}	विशेषणम्,16.1	विशेषणम्,16.1	N2	भरतर्षभ1_की					
16.1	राजानम्	4	राजानं	राजन्{पुं;2;एक}	राजन्{पुं;2;एक}	कर्म,17.1	कर्म,17.1	N2	राजा					
17.1	ब्रूहि			ब्रू1{कर्तरि;लोट्;म;एक;परस्मैपदी;ब्रूञ्;अदादिः}	ब्रू1{कर्तरि;लोट्;म;एक;परस्मैपदी;ब्रूञ्;अदादिः}	अभिहित_कर्ता,13.1	अभिहित_कर्ता,13.1	KP	कहो					
18.1	.	.	-	-	-	-	-	FS	-					
