index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	वासांसि	1	वासांसि	वासस्{नपुं;1;बहु}/वासस्{नपुं;2;बहु}/वासस्{नपुं;8;बहु}	वासस्{नपुं;2;बहु}	समुच्चितः,4.1	समुच्चितः,4.1	N2	वस्त्र					
2.1	च	2	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	समुच्चय_द्योतकः,1.1	NA	और					
3.1	महार्हाणि	3	महार्हाणि	महार्ह{नपुं;1;बहु}/महार्ह{नपुं;2;बहु}	महार्ह{नपुं;2;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N2	अतिमूल्यवान्					
4.1	माल्यानि	4	माल्यानि	माल्य{नपुं;1;बहु}/माल्य{नपुं;2;बहु}/}/माल्य{नपुं;8;बहु}	माल्य{नपुं;2;बहु}	कर्म,7.1	कर्म,7.1	N2	माल्य					
5.1	विविधानि	5	विविधानि	विविध{नपुं;1;बहु}/विविध{नपुं;2;बहु}/विविध{नपुं;8;बहु}	विविध{नपुं;2;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N2	विविध					
6.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	और					
7.1	उपाजह्रुः	7	उपाजह्रुः	उप_आङ्_हृ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;हृञ्;:भ्वादिः}	उप_आङ्_हृ1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;हृञ्;:भ्वादिः}	अभिहित_कर्ता,10.1;सकर्मक	अभिहित_कर्ता,10.1;सकर्मक	KP	उप_आङ्_हृ1_प्प्_स्क्या					
8.1	यथा-		यथा-न्यायं	यथा	यथा	A1,8.2	A1,8.2	CP						
8.2	न्यायं			न्यायं{अव्य}	न्यायं{अव्य}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	NA	जैसे					
9.1	धृतराष्ट्रस्य(धृतराष्ट्राय)	8	धृतराष्ट्रस्य	धृतराष्ट्र{पुं;4;एक}	धृतराष्ट्र{पुं;4;एक}	सम्प्रदानम्,7.1	सम्प्रदानम्,7.1	N4	धृतराष्ट्र_का					
10.1	पाण्डवाः	9	पाण्डवाः	पाण्डव{पुं;1;बहु}/पाण्डव{पुं;8;बहु}	पाण्डव{पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1	पाण्डव					
11.1	.	.	-	-	-	-	-	FS	-					
