index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सदा	1	सदा	सदा{अव्य}	सदा{अव्य}	कालाधिकरणम्,5.1	कालाधिकरणम्,5.1	NA	हमेशा					
2.1	च	2	च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी					
3.1	अपररात्रम्		अपररात्रम्	अपररात्र{पुं;2;एक}	अपररात्र{पुं;2;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N2	अपररात्र_को					
4.1	ते	3	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	तुम्हारे					
5.1	भवेत्	4	भवेत्	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP	हो					
6.1	कार्यार्थ-		कार्यार्थ-निर्णये	कार्यार्थ	कार्यार्थ	समासः,6.2	समासः,6.2	CP	उद्देश्य-निर्णय_में					
6.2	निर्णये			निर्_णी1{कर्तरि;लट्;उ;एक;आत्मनेपदी;णीञ्;:भ्वादिः}/निर्णय{पुं;7;एक}/निर्णय{नपुं;8;द्वि}/निर्णय{नपुं;1;द्वि}/निर्णय{नपुं;2;द्वि}/निर्णय{नपुं;7;एक}/निर्णया{स्त्री;8;एक}/निर्णया{स्त्री;8;द्वि}/निर्णया{स्त्री;1;द्वि}/निर्णया{स्त्री;2;द्वि}	निर्णय{नपुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7						
7.1	मध्य-	5	मध्य-रात्रे	मध्य	मध्य	समासः,7.2	समासः,7.2	CP	मध्य-					
7.2	रात्रे			रात्र{पुं;7;एक}	रात्र{पुं;7;एक}	कालाधिकरणम्,13.1	कालाधिकरणम्,13.1	N7						
8.1	विहारः	6	विहारः	विहार{पुं;1;एक}/विहार{पुं;1;एक(हृ1;घञ्;हृञ्;:भ्वादिः)}	विहार{पुं;1;एक(हृ1;घञ्;हृञ्;:भ्वादिः)}	कर्ता,13.1	कर्ता,13.1	N1	विहार					
9.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	तुम्हारे					
10.1	मध्याह्ने	7	मध्याह्ने	मध्याह्न{पुं;7;एक}	मध्याह्न{पुं;7;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N7	मध्याह्न_में					
11.1	च	8	च	च{अव्य}	च{अव्य}	समुच्चयद्योतकः,7.1	समुच्चयद्योतकः,7.1	NA	भी					
12.1	सदा	9	सदा	सदा{अव्य}	सदा{अव्य}	कालाधिकरणम्,13.1	कालाधिकरणम्,13.1	NA	हमेशा					
13.1	भवेत्	10	भवेत्	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	अभिहित_कर्ता,8.1;सकर्मक	KP	हो					
14.1	.	.	-	-	-	-	-	FS	-					
