index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सा	1	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	वह					
2.1	च	2	च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	और					
3.1	बुद्धिमती	3	बुद्धिमती	बुद्धि{मतुप्,स्त्री,1,एक{तद्धित}	बुद्धि{मतुप्,स्त्री,1,एक{तद्धित}	विशेषणम्,6.1	विशेषणम्,6.1	N1						
4.1	देवी	4	देवी	देवी{स्त्री;1;एक}	देवी{स्त्री;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N1	देवी					
5.1	काल-	5	काल-पर्याय-वेदिनी	काल	काल	T6,5.2	T6,5.2	CP						
5.2	पर्याय-			पर्याय	पर्याय	U,5.3	U,5.3	CP						
5.3	वेदिनी			वेदिन्{नपुं;1;द्वि}/वेदिन्{नपुं;2;द्वि}/वेदिन्{नपुं;8;द्वि}/वेदि{नपुं;8;द्वि}/वेदि{नपुं;1;द्वि}/वेदि{नपुं;2;द्वि}/वेदिनी{स्त्री;1;एक}	वेदिनी{स्त्री;1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1	समय-पर्याय-ज्ञाता					
6.1	गान्धारी	6	गान्धारी	गान्धारी{स्त्री;1;एक}/गान्धारि{पुं;1;द्वि}/गान्धारि{पुं;2;द्वि}/गान्धारि{पुं;8;द्वि}	गान्धारी{स्त्री;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	गान्धारी					
7.1	सर्व-	7	सर्व-धर्म-ज्ञा	सर्व	सर्व	K1,7.2	K1,7.2	CP	सब-धर्मज्ञा					
7.2	धर्म			धर्म	धर्म	U,7.3	U,7.3	CP						
7.3	ज्ञा			ज्ञा{स्त्री;1;एक}	ज्ञा{स्त्री;1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1						
8.1	तानि		तानि	तद्{सर्वनाम;नपुं;1;बहु}/तद्{सर्वनाम;नपुं;2;बहु}	तद्{सर्वनाम;नपुं;1;बहु}	विशेषणम्,9.1	विशेषणम्,9.1	N1	वे					
9.1	अलीकानि	8	अलीकानि	अलीक{नपुं;1;बहु}/अलीक{नपुं;2;बहु}/अलीक{नपुं;8;बहु}	अलीक{नपुं;1;बहु}	कर्म,10.1	कर्म,10.1	N1	अप्रिय					
10.1	शुश्रुवे	9	शुश्रुवे	श्रु1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;श्रु;:भ्वादिः}/श्रु1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;श्रु;:भ्वादिः}	श्रु1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;श्रु;:भ्वादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP						
11.1	.	-	-	-	-	-	-	FS	-					
