index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अन्धस्य	1	अन्धस्य	अन्ध{पुं;6;एक}/अन्ध{नपुं;6;एक}	अन्ध{पुं;6;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N6	अन्धे_के					
2.1	नृपतेः	2	नृपतेः	नृपति{पुं;5;एक}/नृपति{पुं;6;एक}	नृपति{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	राजा_के					
3.1	पुत्राः	3	पुत्रा	पुत्र{पुं;1;बहु}/पुत्र{पुं;8;बहु}	पुत्र{पुं;1;बहु}	कर्म,6.1	कर्म,6.1	N1	पुत्र					
4.1	मया	4	मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	कर्ता,6.1	कर्ता,6.1	N3	मुझसे					
5.1	परिघ-	5	परिघ-बाहुना	परिघ	परिघ	Bs6,5.2	Bs6,5.2	CP	परिघ-बाहु					
5.2	बाहुना			बाहु{पुं;3;एक}/बाहु{नपुं;3;एक}	बाहु{पुं;3;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N3						
6.1	नीताः	6	नीता	नीत{पुं;1;बहु(णी1;क्त;णीञ्;:भ्वादिः)}/नीता{स्त्री;1;बहु(णी1;क्त;णीञ्;:भ्वादिः)}/नीता{स्त्री;2;बहु(णी1;क्त;णीञ्;:भ्वादिः)}	नीत{पुं;1;बहु(णी1;क्त;णीञ्;:भ्वादिः)}	अभिहित_कर्म,3.1	अभिहित_कर्म,3.1	N1	नीत					
7.1	लोकम्	7	लोकम्	लोक{पुं;2;एक}	लोक{पुं;2;एक}	गौणकर्म,6.1	गौणकर्म,6.1	N2	लोक_को					
8.1	अमुम्		अमुम्	अदस्{सर्वनाम;पुं;2;एक}	अदस्{सर्वनाम;पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	अदस्_					
9.1	सर्वे	8	सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्वा{सर्वनाम;स्त्री;1;द्वि}/सर्वा{सर्वनाम;स्त्री;2;द्वि}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,3.1	विशेषणम्,3.1	N1	सब					
10.1	नाना-	9	नाना-शस्त्र-आत्त-जीविताः	नाना	नाना	K1,10.2	K1,10.2	CP						
10.2	शस्त्र-			शस्त्र	शस्त्र	T3,10.3	T3,10.3	CP						
10.3	आत्तजीविताः			आत्तजीविन्{तल्;स्त्री;1;बहु}/आत्तजीविन्{तल्;स्त्री;2;बहु}/आत्तजीवित{पुं;1;बहु(जीव्1;क्त;भ्वादिः)}/आत्तजीविता{स्त्री;1;बहु(जीव्1;क्त;भ्वादिः)}/आत्तजीविता{स्त्री;2;बहु(जीव्1;क्त;भ्वादिः)}/जीविन्{तल्;स्त्री;8;बहु}	आत्तजीवित{पुं;1;बहु(जीव्1;क्त;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,3.1	N1						
11.1	.	.	-	-	-	-	-	FS	-					
