index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	कुरुनन्दन	5	कुरुनन्दन	कुरुनन्दन{पुं;8;एक}	कुरुनन्दन{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	कुरु-नन्दन					
2.1	तात		तात	तात{पुं;8;एक}	तात{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	पिता					
3.1	मे	2	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6	मेरा					
4.1	मनः	3	मनः	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	मन					
5.1	तापस्ये	1	तापस्ये	तापस्य{नपुं;1;द्वि}/तापस्य{नपुं;2;द्वि}/तापस्य{नपुं;8;द्वि}/तापस्य{नपुं;7;एक}	तापस्य{नपुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	तापस्य_में					
6.1	वर्तते	4	वर्तते	वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	होता_है					
7.1	प्रभो	9	प्रभो	प्रभु{पुं;8;एक}/प्रभु{नपुं;8;एक}	प्रभु{पुं;8;एक}	सम्बोध्यः,11.1	सम्बोध्यः,11.1	N8	प्रभु					
8.1	अस्माकम्		अस्माकम्	अस्मद्{सर्वनाम;6;बहु}	अस्मद्{सर्वनाम;6;बहु}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	हमारे					
9.1	कुले	8	कुले	कुल{नपुं;1;द्वि}/कुल{नपुं;2;द्वि}/कुल{नपुं;8;द्वि}/कुलि{पुं;8;एक}/कुल{नपुं;7;एक}	कुल{नपुं;7;एक}	अधिकरणम्,11.1	अधिकरणम्,11.1	N7	कुल_में					
10.1	अरण्यगमनम्		अरण्यगमनम्	अरण्य-गमन{नपुं;1;एक}/गमन{नपुं;2;एक}/अरण्य-गमन{नपुं;1;एक(गम्1;ल्युट्;गमॢँ;:भ्वादिः)}/अरण्य-गमन{नपुं;2;एक(गम्1;ल्युट्;गमॢँ;:भ्वादिः)}	अरण्य-गमन{नपुं;1;एक(अरण्य-गम्1;ल्युट्;गमॢँ;:भ्वादिः)}	कर्ता,12.2	कर्ता,12.2	N1	वन-					
11.1	उचितम्	6	उचितम्	उचित{पुं;2;एक(उच्1;क्त;उचँ;:दिवादिः)}/उचित{नपुं;1;एक(उच्1;क्त;उचँ;:दिवादिः)}/उचित{नपुं;2;एक(उच्1;क्त;उचँ;:दिवादिः)}	उचित{नपुं;1;एक(उच्1;क्त;उचँ;:दिवादिः)}	विधेय_विशेषणम्,10.1	विधेय_विशेषणम्,10.1	N1	उचित					
12.1	हि	7	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA						
12.2	(अस्ति)					अभिहित_कर्ता,10.1	अभिहित_कर्ता,10.1	KP						
								FS						
