index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततो	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	वहाँ_से					
2.1	विवेश	2	विवेश	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विशँ;तुदादिः}/विश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;विशँ;तुदादिः}	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,6.1;सकर्मक	अभिहित_कर्ता,6.1;सकर्मक	KP	अन्दर_प्रवेश_किया					
3.1	भुवनम्	3	भुवनं	भुवन{नपुं;1;एक}/भुवन<वर्गः:ना>{नपुं;2;एक}	भुवन{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	भुवन_को					
4.1	गान्धार्या	4	गान्धार्या	गान्धारी{स्त्री;3;एक}	गान्धारी{स्त्री;3;एक}	सहार्थः,2.1	सहार्थः,2.1	N3	गान्धारी_से					
5.1	सहितः	5	सहितो	सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}/सहित{पुं;1;एक}	सहित{पुं;1;एक}	सहार्थ_द्योतकः,4.1	सहार्थ_द्योतकः,4.1	N1	साथ_ने					
6.1	नृपः	6	नृपः	नृप{पुं;1;एक}	नृप{पुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	राजा					
7.1	व्युष्टायाम्	7	व्युष्टायाम्	व्युष्टा{स्त्री;7;एक}	व्युष्टा{स्त्री;7;एक}	भावलक्षणसप्तमी_समानकालः,13.1	भावलक्षणसप्तमी_समानकालः,13.1	N7	व्युष्टा_में					
8.1	च	8	च	च{अव्य}	च{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	भी					
9.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ही					
10.1	शर्वर्याम्	9	शर्वर्यां 	शर्वरी{स्त्री;7;एक}	शर्वरी{स्त्री;7;एक}	कर्ता,7.1	कर्ता,7.1	N7	रात_में					
11.1	(नृपः)	10		नृप{पुं;1;एक}	नृप{पुं;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	राजा_ने					
12.1	यत्	11	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;2;एक}	नित्यसम्बन्धः,14.1;कर्म,13.1	नित्यसम्बन्धः,14.1;कर्म,13.1	N2	जिसकी				नित्य_सम्बन्धः,14	
13.1	चकार		चकार	कृ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;कृञ्;भ्वादिः}/कृ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कृञ्;भ्वादिः}/कृ2{कर्तरि;लिट्;उ;एक;परस्मैपदी;कृञ्;स्वादिः}/कृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कृञ्;स्वादिः}/कृ3{कर्तरि;लिट्;उ;एक;परस्मैपदी;डुकृञ्;तनादिः}/कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुकृञ्;तनादिः}/कॄ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;कॄ;तुदादिः}/कॄ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कॄ;तुदादिः}/कॄ2{कर्तरि;लिट्;उ;एक;परस्मैपदी;कॄञ्;क्र्यादिः}/कॄ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कॄञ्;क्र्यादिः}/च-कार{पुं{8;एक}	कॄ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;कॄञ्;क्र्यादिः}	प्रतियोगी,12.1,अभिहित_कर्ता,11.1,सकर्मक	प्रतियोगी,12.1,अभिहित_कर्ता,11.1,सकर्मक	KP	हिंसा_की					
14.1	तत्	12	तत्	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	अनुयोगी,16.1;कर्म,16	अनुयोगी,16.1;कर्म,16	N2	वह				नित्य_सम्बन्धः,12	
15.1	(त्वम्)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,16.1	कर्ता,16.1	N1	तुम					
16.1	निबोध	13	निबोध	नि_बुध्2{कर्तरि;लोट्;म;एक;परस्मैपदी;बुधिँर्;भ्वादिः}/नि_बुध्1{कर्तरि{लोट्;म;एक;परस्मैपदी;बुधँ;भ्वादिः}	नि_बुध्1{कर्तरि;लोट्;म;एक;परस्मैपदी;बुधँ;भ्वादिः}	अभिहित_कर्ता,15.1;सकर्मक	अभिहित_कर्ता,15.1;सकर्मक	KP	समझो					
17.1	.	.	-	-	-	-	-	FS	-	-				
