index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	मम	1	मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	मेरे					
2.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो					
3.1	अन्धस्य		अन्धस्य	अन्ध{पुं;6;एक}/अन्ध{नपुं;6;एक}	अन्ध{पुं;6;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N6	अन्ध					
4.1	हत-	4	हत-पुत्रस्य	हत	हत	समासः,4.2	समासः,4.2	CP	पुत्र					
4.2	पुत्रस्य			पुत्र{नपुं;6;एक}/पुत्र{पुं;6;एक}	पुत्र{पुं;6;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N6						
5.1	वृद्धस्य	3	वृद्धस्य	वृद्ध{पुं;6;एक}/वृद्ध{नपुं;6;एक}	वृद्ध{पुं;6;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N6	वृद्ध_का					
6.1	ऋते	7	ऋते	ऋते{अव्य}/ऋत{नपुं;2;द्वि}/ऋत{नपुं;1;द्वि}/ऋत{नपुं;1;द्वि(ऋ2;क्त;ऋ;:जुहोत्यादिः)}/ऋत{नपुं;2;द्वि(ऋण्1;क्त;ऋणुँ;:तनादिः)}/ऋत{नपुं;1;द्वि(ऋण्1;क्त;ऋणुँ;:तनादिः)}/ऋत{नपुं;2;द्वि(ऋ2;क्त;ऋ;:जुहोत्यादिः)}/ऋता{स्त्री;2;द्वि(ऋ1;क्त;ऋ;:भ्वादिः)}/ऋता{स्त्री;1;द्वि(ऋ1;क्त;ऋ;:भ्वादिः)}/ऋत{नपुं;2;द्वि(ऋ1;क्त;ऋ;:भ्वादिः)}/ऋत{नपुं;1;द्वि(ऋ1;क्त;ऋ;:भ्वादिः)}/ऋत{नपुं;7;एक}	ऋते{अव्य}	विशेषणम्,9.1	विशेषणम्,9.1	NA	गये_हुए					
7.1	वनम्	8	वनं	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	सम्बन्धः,6.1	सम्बन्धः,6.1	N2	वन					
8.1	का	5	का	किम्{सर्वनाम;स्त्री;1;एक}	किम्{सर्वनाम;स्त्री;1;एक}	विधेय_विशेषणम्,9.1	विधेय_विशेषणम्,9.1	N1	कौन					
9.1	गतिः	6	गतिः	गति{स्त्री;1;एक}	गति{स्त्री;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	गति					
10.1	(अस्ति)			अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	है					
11.1	महाभागाः	9	महाभागाः	महाभागा{स्त्री;8;बहु}	महाभागा{स्त्री;8;बहु}	सम्बोध्यः,16.1	सम्बोध्यः,16.1	N8	गाय-भागायें					
12.1	(यूयम्)			युष्मद्{सर्वनाम;1;बहु}	युष्मद्{सर्वनाम;1;बहु}	कर्ता,16.1	कर्ता,16.1	N1	तुम					
13.1	तत्		तत्	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तत्{अव्य}	हेतुः,16.1	हेतुः,16.1	NA	तत्					
14.1	अनुज्ञातुम्		अनुज्ञातुम्	ज्ञा1{अव्य;तुमुन्;ज्ञा;:क्र्यादिः}	अनु_ज्ञा1{अव्य;तुमुन्;ज्ञा;:क्र्यादिः}	सहायकक्रिया,16.1	सहायकक्रिया,16.1	NA	अनु_ज्ञा1					
15.1	मा		मा	मा{अव्य}/अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,14.1	कर्म,14.1	N2	मुझे					
16.1	अर्हथ		अर्हथ	अर्ह्1{कर्तरि;लट्;म;बहु;परस्मैपदी;अर्हँ;:भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;बहु;परस्मैपदी;अर्हँ;:चुरादिः}	अर्ह्1{कर्तरि;लट्;म;बहु;परस्मैपदी;अर्हँ;:भ्वादिः}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	KP	योग्य_होते_हो					
17.1	.	.	-	-	-	-	-	FS	-	-				
