index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	कुन्ती	2	कुन्ती	कुन्ती{स्त्री;1;एक}/कुन्ति{पुं;1;द्वि}/कुन्ति{पुं;2;द्वि}/कुन्ति{पुं;8;द्वि}	कुन्ति{पुं;1;द्वि}	समुच्चितः,5.1	समुच्चितः,5.1	N1	कुन्ति					
2.1	पाञ्चाली	5	पाञ्चाली	पाञ्चाली{स्त्री;1;एक}	पाञ्चाली{स्त्री;1;एक}	समुच्चितः,5.1	समुच्चितः,5.1	N1	पाञ्चाली					
3.1	च	7	चोलूपी	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1	NA	और					
4.1	उलूपी			उलूपी{स्त्री;1;एक}	उलूपी{स्त्री;1;एक}	समुच्चितः,5.1	समुच्चितः,5.1	N1	उलूपी					
5.1	सात्वती	9	सात्वती	सात्{मतुप्;स्त्री;1;एक}	सात्{मतुप्;स्त्री;1;एक}	कर्ता,15.1	कर्ता,15.1	N1	सात्					
6.1	च	4	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1	NA	और					
7.1	अस्मिन्	10	अस्मिञ्जने	इदम्{सर्वनाम;पुं;7;एक}/इदम्{सर्वनाम;नपुं;7;एक}	इदम्{सर्वनाम;पुं;7;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N7	इस					
8.1	जने			जनि{स्त्री;8;एक}/जन{पुं;7;एक}	जन{पुं;7;एक}	अधिकरणम्,15.1	अधिकरणम्,15.1	N7	जन_में					
9.1	प्रतिकूलानि	12	प्रतिकूलानि	प्रतिकूल{नपुं;1;बहु}/प्रतिकूल{नपुं;2;बहु}	प्रतिकूल{नपुं;2;बहु}	कर्म,15.1	कर्म,15.1	N2	प्रतिकूल					
10.1	कर्हिचित्	13	कर्हिचित्	कर्हिचित्{अव्य}	कर्हिचित्{अव्य}	कालाधिकरणम्,15.1	कालाधिकरणम्,15.1	NA	किसी_समय					
11.1	न	1	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं					
12.1	न	3	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं					
13.1	न	6	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं					
14.1	न	8	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं					
15.1	करिष्यन्ति	11	करिष्यन्ति	कृ1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कृञ्;:भ्वादिः}/कृ2{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कृञ्;:स्वादिः}/कृ3{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;डुकृञ्;:तनादिः}/कॄ1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कॄ;:तुदादिः}/कॄ2{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कॄञ्;:क्र्यादिः}/कॄ3{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कॄ;:क्र्यादिः}	कॄ3{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;कॄ;:क्र्यादिः}	अभिहित_कर्ता,5.1,सकर्मक	अभिहित_कर्ता,5.1,सकर्मक	KP	मारेगी					
16.1	.	.	-	-	-	-	-	-	-					
