index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	उपलभ्य	1	उपलभ्य	लभ्1{अव्य;ल्यप्;डुलभँष्;:भ्वादिः}	उप_लभ्1{अव्य;ल्यप्;डुलभँष्;:भ्वादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	NA	उप_लभ्1_कर					
2.1	ततः	2	ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	वहाँ_से					
3.1	प्राणान्	3	प्राणान्	प्राण{पुं;2;बहु}	प्राण{पुं;2;बहु}	कर्म,1.1	कर्म,1.1	N2	प्राण					
4.1	धृतराष्ट्रः		धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	धृतराष्ट्र					
5.1	मही-	4	मही-पतिः	मही	मही	T6,5.2	T6,5.2	CP	पृथ्वी-पति					
5.2	पतिः			पति{पुं;1;एक}	पति{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1						
6.1	बाहुभ्याम्	5	बाहुभ्याम्	बाहु{पुं;3;द्वि}/बाहु{पुं;4;द्वि}/बाहु{पुं;5;द्वि}	बाहु{पुं;3;द्वि}	करणम्,7.1	करणम्,7.1	N3	भुजा_से					
7.1	सम्परिष्वज्य		सम्परिष्वज्य	ष्वन्ज्1{अव्य;ल्यप्;ष्वन्जँ;:भ्वादिः}	परि_ष्वन्ज्1{अव्य;ल्यप्;ष्वन्जँ;:भ्वादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	NA						
8.1	मूर्ध्नि	7	मूर्ध्नि	मूर्धन्{पुं;7;एक}	मूर्धन्{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	शय्ये_से					
9.1	आजिघ्रत्	8	आजिघ्रत्	घ्रा1{कर्तरि;लोट्;म;बहु;परस्मैपदी;घ्रा;:भ्वादिः}	आङ्_घ्रा{कर्तरि;लङ्;प्र;एक;परस्मैपदी{धातुः घ्रा} भ्वादिः}	अभिहित_कर्ता,4.2;सकर्मक	अभिहित_कर्ता,4.2;सकर्मक	KP	सूंखो					
10.1	पाण्डवम्	9	पाण्डवम्	पाण्डव{पुं;2;एक}/पाण्डव{नपुं;1;एक}/पाण्डव{नपुं;2;एक}	पाण्डव{पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	पाण्डव					
11.1	.	.	-	-	-	-	-	FS	-					
