index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	राज-	6	राज-इन्द्र	राज	राज	समासः,1.2	समासः,1.2	CP	राजा-इन्द्र					
1.2	इन्द्र			इन्द्र{पुं;8;एक}/इन्द्र{नपुं;8;एक}	इन्द्र{नपुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8						
2.1	(वरः)			वर{पुं;1;एक}	वर{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	श्रेष्ठ					
3.1	पर्युपासन-	1	पर्युपासन-काले	पर्युपासन	परि	समासः,3.2	समासः,3.2	CP	युद्ध-करने-के-समय_में					
3.2	काले				काल{नपुं;7;एक}	कालाधिकरणम्,7.1	कालाधिकरणम्,7.1	N7						
4.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	तो					
5.1	विपरीतम्	3	विपरीतं	विपरीत{पुं;2;एक(इ1;क्त;इण्;:अदादिः)}/विपरीत{नपुं;1;एक(इ1;क्त;इण्;:अदादिः)}/विपरीत{नपुं;2;एक(इ1;क्त;इण्;:अदादिः)}	विपरीत{पुं;2;एक(इ1;क्त;इण्;:अदादिः)}	विशेषणम्,6.1	विशेषणम्,6.1	N2	उलटा					
6.1	(शत्रुम्)		शत्रुम्	शत्रु{पुं;2;एक}	शत्रु{पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	शत्रु_को					
7.1	विधीयते	4	विधीयते	वि_धे1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;धेट्;:भ्वादिः}/वि_धी1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;धीङ्;:दिवादिः}/वि_धी1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;धीङ्;:दिवादिः}	वि_धी1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;धीङ्;:दिवादिः}	अभिहित_कर्ता,2.1;सकर्मक	अभिहित_कर्ता,2.1;सकर्मक	KP	हो					
8.1	ततः	8	ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	वहाँ_से					
9.1	वरः	9	वरः	वर{पुं;1;एक}	वर{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	श्रेष्ठ					
10.1	आमर्द-	5	आमर्द-काले	आमर्द	आमर्द	समासः,10.2	समासः,10.2	CP	आमर्द-समय_में					
10.2	काले			काल{नपुं;7;एक}	काल{नपुं;7;एक}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	N7						
11.1	अपसर्पति	7	अपसर्पति	अप_सृप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;सृपॢँ;:भ्वादिः}	अप_सृप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;सृपॢँ;:भ्वादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP	अप_सृप्1_प्प्_स्क्ता_है					
12.1	.	.	-	-	-	-	-	FS	-					
