index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततः	ततः{अव्य}	ततः{अव्य}	कालाधिकरणम्,3.1	कालाधिकरणम्,3.1	NA	वहाँ_से					
2.1	राज्ञा		राज्ञा	राजन्{पुं;3;एक}	राजन्{पुं;3;एक}	कर्ता,3.1	कर्ता,3.1	N3	राजा_से					
3.1	अभ्यनुज्ञातः	2	अभ्यनुज्ञातः	अभ्यनुज्ञात{पुं;1;एक(अभि अनु ज्ञा क्त)}	अभ्यनुज्ञात{पुं;1;एक(अभि_ अनु_ ज्ञा;क्त;ज्ञा;क्र्यादिः)}	विशेषणम्,4.1;अभिहितकर्म,4.1	विशेषणम्,4.1;अभिहितकर्म,4.1	N1	अभ्यनुज्ञे_से					
4.1	धृतराष्ट्रः	3	धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	धृतराष्ट्र					
5.1	प्रतापवान्	4	प्रतापवान्	प्रताप{मतुप्;पुं;1;एक}	प्रताप{मतुप्;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	प्रताप					
6.1	ययौ	5	ययौ	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}/या1{कर्तरि;लिट्;उ;एक;परस्मैपदी;या;:अदादिः}/ययि{पुं;7;एक}	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}	अभिहित_कर्ता,4.1;सकर्मक	अभिहित_कर्ता,4.1;सकर्मक	KP	गया					
7.1	स्व-		स्व-भवनं	स्व	स्व	T6,7.2	T6,7.2	CP	T6,7.2					
7.2	भवनं	6		भवन{नपुं;1;एक}/भवन{नपुं;2;एक}/स्व-भवन{नपुं;1;एक(अस्2;ल्युट्;असँ;:अदादिः)}/स्व-भवन{नपुं;2;एक(अस्2;ल्युट्;असँ;:अदादिः)}/स्व-भवन{नपुं;1;एक(भू1;ल्युट्;भू;:भ्वादिः)}/स्व-भवन{नपुं;2;एक(भू1;ल्युट्;भू;:भ्वादिः)}	भवन{नपुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	अपना-भवन_को					
8.1	राजा	7	राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	राजा					
9.1	गान्धार्या	8	गान्धार्या	गान्धारी{स्त्री;3;एक}	गान्धारी{स्त्री;3;एक}	कर्ता,10.1	कर्ता,10.1	N3	गान्धारी_से					
10.1	अनुगतः		अनुगतः	अनुगत{पुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	अनुगत{पुं;1;एक(गम्1;क्त;गमॢँ;:भ्वादिः)}	विशेषणम्,4.1;अभिहितकर्म,4.1	विशेषणम्,4.1;अभिहितकर्म,4.1	N1	पीछे_चलने_वाला					
11.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,6.1	कालाधिकरणम्,6.1	NA	तब					
12.1	.	.	-	-	-	-	-	FS	-					
