index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	यत्	1	यत्	यद्{सर्वनाम;नपुं;2;एक}/यद्{सर्वनाम;नपुं;1;एक}	यद्{सर्वनाम;नपुं;2;एक}	कर्म,4.1;नित्यसम्बन्धः,4.1	कर्म,4.1;नित्यसम्बन्धः,4.1	N2					नित्यसम्बन्धः,8	
2.1	इदानीम्		इदानीम्	इदानीम्{अव्य}	इदानीम्{अव्य}	कालाधिकरणम्,4.1	कालाधिकरणम्,4.1	NA	अब					
3.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	मैं					
4.1	ब्रूयाम्	2	ब्रूयाम्	ब्रू{कर्तरि;उ;एक;परस्मैपदी;:}	ब्रू{कर्तरि;उ;एक;परस्मैपदी;:}	अभिहित_कर्ता,4.1;प्रतियोगी,1.1	अभिहित_कर्ता,4.1;प्रतियोगी,1.1	KP						
5.1	अस्मिन्		अस्मिन्	इदम्{सर्वनाम;नपुं;7;एक}/इदम्{सर्वनाम;पुं;7;एक}	इदम्{सर्वनाम;नपुं;7;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N7	इसमें					
6.1	काले		काले	काल{पुं;1;एक}/काल{पुं;1;एक}	काल{पुं;7;एक}	कालाधिकरणम्,4.1	कालाधिकरणम्,4.1	N7	समय					
7.1	उपस्थिते	3	उपस्थिते	उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;स्त्री;2;द्वि}/उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;स्त्री;1;द्वि}/उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;नपुं;2;द्वि}/उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;नपुं;1;द्वि}/उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;नपुं;7;एक}/उप_ष्था1{क्त;ष्था;:भ्वादिःउप_स्थित;पुं;7;एक}	उप_ स्थित{पुं;7;एक{कृदन्त}({कृत्_धातु ष्था1} क्त{धातुः ष्था} भ्वादिः)}	भावलक्षणसप्तमी_समानकालः,4.1	भावलक्षणसप्तमी_समानकालः,4.1	N7						
8.1	तथा	4	तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,10.1;अनुयोगी,10.1	क्रियाविशेषणम्,10.1;अनुयोगी,10.1	NA	वैसे				नित्यसम्बन्धः,1	
9.1	भवद्भिः	5	भवद्भिः	भवत्{पुं;3;बहु}	भवत्{पुं;3;बहु}	कर्ता,10.1	कर्ता,10.1	N3	आपसे					
10.1	कर्तव्यम्	6	कर्तव्यम्	कर्तव्य{नपुं;2;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/कर्तव्य{नपुं;1;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/कर्तव्य{पुं;2;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}	कर्तव्य{नपुं;1;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}	अभिहित_कर्म,12.1	अभिहित_कर्म,12.1	N1						
11.1	अविचार्य		अविचार्य	अविचार्य{पुं;8;एक}/अविचार्य{नपुं;8;एक}/वि_{कृत्_धातु चर्1} अव्य ल्यप्{धातुः चरँ} भ्वादिः{कृदन्त}	अ_वि_चर्{अव्य;ल्यप् चरँ भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	अविचार्य					
12.1	वचः	7	वचो	वचः{नपुं;2;एक}/वचः{नपुं;1;एक}/वच{पुं;1;एक}	वचस्{नपुं;1;एक}	कर्म,10.1	कर्म,10.1	N1	तोता					
13.1	मम	8	मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठिसम्बन्धः,12.1	षष्ठिसम्बन्धः,12.1	N6	मेरा					
14.1	.	.	-	-	-	-	-	FS	-					
