index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तस्मिन्	1	तस्मिन्	तद्{सर्वनाम;नपुं;7;एक}/तद्{सर्वनाम;पुं;7;एक}	तद्{सर्वनाम;पुं;7;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N7	उस					
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	तो					
3.1	कौरव-	2	कौरवेन्द्रे	कौरव	कौरव			CP						
3.2	इन्द्रे			इन्द्र{पुं;7;एक}/इन्द्र{नपुं;8;द्वि}/इन्द्र{नपुं;1;द्वि}/इन्द्र{नपुं;2;द्वि}/इन्द्र{नपुं;7;एक}/इन्द्रा{स्त्री;8;एक}/इन्द्रा{स्त्री;8;द्वि}/इन्द्रा{स्त्री;1;द्वि}/इन्द्रा{स्त्री;2;द्वि}	इन्द्र{पुं;7;एक}	कर्ता,6.1	कर्ता,6.1	N7	कौरव-इन्द्र_में					
4.1	तम्	3	तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	वह					
5.1	तथा	4	तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	वैसे					
6.1	ब्रुवति	5	ब्रुवति	ब्रुवत्{पुं;7;एक(ब्रू1;शतृ_लट्;ब्रूञ्;:अदादिः)}/ब्रुवत्{नपुं;7;एक(ब्रू1;शतृ_लट्;ब्रूञ्;:अदादिः)}	ब्रुवत्{नपुं;7;एक(ब्रू1;शतृ_लट्;ब्रूञ्;:अदादिः)}	भावलक्षणसप्तमी_समानकालः,12.1	भावलक्षणसप्तमी_समानकालः,12.1	N7	कहता_हुआ					
7.1	पाण्डवम्	6	पाण्डवम्	पाण्डव{पुं;2;एक}/पाण्डव{नपुं;1;एक}/पाण्डव{नपुं;2;एक}	पाण्डव{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	पाण्डव					
8.1	सर्वेषाम्	7	सर्वेषामवरोधानामार्तनादो	सर्व{सर्वनाम;पुं;6;बहु}/सर्व{सर्वनाम;नपुं;6;बहु}	सर्व{सर्वनाम;नपुं;6;बहु}	विशेषणम्,9.1	विशेषणम्,9.1	N6	सबके					
9.1	अवरोधानाम्			अवरोध{पुं;6;बहु(रुध्1;घञ्;रुधिँर्;:रुधादिः)}	अवरोध{पुं;6;बहु(रुध्1;घञ्;रुधिँर्;:रुधादिः)}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	अवरोधों_का					
10.1	आर्तनादः			आर्तनाद{पुं;1;एक}	आर्तनाद{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	आर्तनाद					
11.1	महान्	8	महानभूत्	मह{पुं;2;बहु}/महत्{पुं;1;एक}	महत्{पुं;1;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N1						
12.1	अभूत्			भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,10.1;सकर्मक	अभिहित_कर्ता,10.1;सकर्मक	KP	हुआ					
13.1	.	.	-	-	-	-	-	FS	-					
