index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	लोके	7	लोके	लोक्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;लोकृँ;:भ्वादिः}/लोक{पुं;7;एक}	लोक{पुं;7;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N7	लोक_में					
2.1	विशेषतः	4	विशेषतः	विशेषतः{अव्य}/वि_शिष्3{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;शिषँ;:चुरादिः}	विशेषतः{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	NA	विशेषतः					
3.1	सङ्ग्रामे	2	सङ्ग्रामे	सङ्ग्राम{पुं;7;एक}	सङ्ग्राम{पुं;7;एक}	अधिकरणम्,12.1	अधिकरणम्,12.1	N7	युद्ध_में					
4.1	(च)			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA	और					
5.1	शस्त्रेण	8	शस्त्रेण	शस्त्र{पुं;3;एक}/शस्त्र{नपुं;3;एक}	शस्त्र{नपुं;3;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N3	शस्त्र_से					
6.1	क्षत्रबन्धुना	9	क्षत्रबन्धुना	क्षत्रबन्धु{पुं;3;एक}/क्षत्रबन्धु{नपुं;3;एक}	क्षत्रबन्धु{नपुं;3;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N3	क्षत्रबन्धु_से					
7.1	क्षत्रियेण	3	क्षत्रियेण	क्षत्रिय{पुं;3;एक}	क्षत्रिय{पुं;3;एक}	कर्ता,12.1	कर्ता,12.1	N3	क्षत्रिय_से					
8.1	(च)			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.1	समुच्चय_द्योतकः,7.1	NA	और					
9.1	अवश्यम्	1	अवश्यम्	अवश्यम्{अव्य}	अवश्यम्{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	NA	अवश्य					
10.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	ही					
11.1	निधनम्	6	निधनं	निधन{पुं;2;एक}/निधन{नपुं;1;एक}/निधन{नपुं;2;एक}/निधन{पुं;2;एक(धन्1;घञ्;धनँ;:जुहोत्यादिः)}	निधन{नपुं;1;एक}	कर्म,12.1	कर्म,12.1	N1	निधन					
12.1	कर्तव्यम्	5	कर्तव्यम्	कर्तव्य{पुं;2;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/कर्तव्य{नपुं;1;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/कर्तव्य{नपुं;2;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/कर्तव्य{पुं;2;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/कर्तव्य{नपुं;1;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/कर्तव्य{नपुं;2;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/कर्तव्य{पुं;2;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}/कर्तव्य{नपुं;1;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}/कर्तव्य{नपुं;2;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}	कर्तव्य{नपुं;1;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}	अभिहित_कर्म,11.1;सकर्मक	अभिहित_कर्म,11.1;सकर्मक	KP	कर्तव्य					
13.1	.	.	-	-	-	-	-	FS	-					
