index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ते	1	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1	वे					
2.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो					
3.1	सम्मानिताः	3	सम्मानिता	सम्मानिता{स्त्री;1;एक(मन्2;क्त;मनुँ;:तनादिः)}	सम्मानिता{पुं;1;बहु(मन्2;क्त;मनुँ;:तनादिः)}	विशेषणम्,1.1	विशेषणम्,1.1	N1	सम्मानित					
4.1	राजन्	4	राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;राजृँ;:भ्वादिः)}	राजन्{पुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	राजा					
5.1	त्वया	5	त्वया	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	कर्ता,3.1	कर्ता,3.1	N3	तुमसे					
6.1	राज्य-		राज्य-हित-अर्थिन्	राज्य	राज्य	T6,6.2	T6,6.2	CP						
6.2	हित-			हित	हित	U,6.3	U,6.3	CP						
6.3	अर्थिना			अर्थिन्{पुं;3;एक}	अर्थिन्{पुं;3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3						
7.1	प्रवक्ष्यन्ति	6	प्रवक्ष्यन्ति	प्र_वह्1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;वहँ;:भ्वादिः}	प्र_वह्1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;वहँ;:भ्वादिः}	अभिहित_कर्ता,1;सकर्मक	अभिहित_कर्ता,1;सकर्मक	KP	बहेंगे					
8.1	हितम्	7	हितम्	हित{पुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;1;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{पुं;2;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;1;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;2;एक(हि1;क्त;हि;:स्वादिः)}	हित{पुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}	कर्म,7.1	कर्म,7.1	N2						
9.1	तात	8	तात	तात{पुं;8;एक}	तात{पुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	पिता					
10.1	सर्वं	9	सर्वं	सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}	सर्व{सर्वनाम;पुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	सब_को					
11.1	कौरव-	10	कौरवनन्दन	कौरव	कौरव	T6,6.2	T6,6.2	CP						
11.2	नन्दन			नन्दन{पुं;8;एक}	नन्दन{पुं;8;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N8	कौरव-नन्दन					
12.1	.	.	-	-	-	-	-	FS	-					
