index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	पित्रा	1	पित्रा	पितृ{पुं;3;एक}	पितृ{पुं;3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	पिता_से					
2.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	तो					
3.1	तव	3	तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1	N6	तुम्हारा					
4.1	राज-	4	राजा-इन्द्र	राजा-	राजा	T6,4.2	T6,4.2	CP	राजा-इन्द्र					
4.2	इन्द्र			इन्द्र{पुं;8;एक}/इन्द्र{नपुं;8;एक}	इन्द्र{पुं;8;एक}	सम्बोध्यः,10.1	सम्बोध्यः,10.1	N8						
5.1	पाण्डुना	5	पाण्डुना	पाण्डु{पुं;3;एक}	पाण्डु{पुं;3;एक}	कर्ता,10.1	कर्ता,10.1	N3	पाण्डु_से					
6.1	पृथिवीक्षिता	6	पृथिवीक्षिता	पृथिवीक्षि{तल्;स्त्री;1;एक}/क्षिता{स्त्री;1;एक(क्षि1;क्त;भ्वादिः)}/क्षिता{स्त्री;1;एक(क्षि3;क्त;तुदादिः)}/क्षिता{स्त्री;1;एक(क्षी1;क्त;क्र्यादिः)}/क्षित्{पुं;3;एक}	पृथिवीक्षित्{पुं;3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	पृथ्वी-क्षि					
7.1	शिष्य-	7	शिष्य-भूतेन	शिष्य	शिष्य	U,7.2	U,7.2	CP						
7.2	भूतेन			भूत;नपुं;3;एक}/भूत{पुं;3;एक(अस्2;क्त;असँ;:अदादिः)}/भूत{नपुं;3;एक(अस्2;क्त;असँ;:अदादिः)}/भूत{पुं;3;एक(भू1;क्त;भू;:भ्वादिः)}/भूत{नपुं;3;एक(भू1;क्त;भू;:भ्वादिः)}	भूत{पुं;3;एक(भू1;क्त;भू;:भ्वादिः)}	विशेषणम्,5.1	विशेषणम्,5.1	N3						
8.1	राजा	8	राजा	राजन्{पुं;2;एक}	राजन्{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	राजा_को					
9.1	गुरुवत्	9	गुरुवत्	गुरुवत्{अव्य}	गुरुवत्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA						
10.1	पर्युपासितः		पर्युपासितः	परि_उपासित{पुं;1;एक(आस्1;क्त;आसँ;:अदादिः)}	परि_उपासित{पुं;1;एक(आस्1;क्त;आसँ;:अदादिः)}	विधेयविशेणम्,8.1	विधेयविशेणम्,8.1	N1	उपासना_की_हुई					
11.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N1						
12.1	(अस्ति)			अस्{कर्तरि लट् प्र एक परस्मैपदी{धातुः असँ} अदादिः}	अस्{कर्तरि लट् प्र एक परस्मैपदी{धातुः असँ} अदादिः}	अभिहित_कर्ता,8.1;सकर्मकः	अभिहित_कर्ता,8.1;सकर्मकः	KA						
13.1	.	.	-	-	-	-	-	FS	-					
