index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	भीष्म-	1	भीष्म-द्रोण-कृप-आद्यैः	भीष्म	भीष्म	समासः,1.4	समासः,1.4	CP	भीष्मद्रोणकृप-प्रथमों_से					
1.2	द्रोण-			द्रोण	द्रोण	समासः,1.4	समासः,1.4	CP						
1.3	कृप-			कृप	कृप	समासः,1.4	समासः,1.4	CP						
1.4	आद्यैः			आद्य{पुं;3;बहु}/आद्य{नपुं;3;बहु}	आद्य{नपुं;3;बहु}	कर्ता,12.1	कर्ता,12.1	N3						
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.4	सम्बन्धः,1.4	NA	भी					
3.1	कर्णेन	2	कर्णेन	कर्ण{पुं;3;एक}	कर्ण{पुं;3;एक}	कर्ता,12.1	कर्ता,12.1	N3	कर्ण_से					
4.1	च	3	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA	और					
5.1	महात्मना	4	महात्मना	महात्मन्{पुं;3;एक}	महात्मन्{पुं;3;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N3	महात्मा_से					
6.1	युयुधानेन	5	युयुधानेन	युयुधान{पुं;3;एक}	युयुधान{पुं;3;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N3	युयुधान_से					
7.1	वीरेण	6	वीरेण	वीर{पुं;3;एक}/वीर{नपुं;3;एक}	वीर{पुं;3;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N3	वीर					
8.1	धृष्टद्युम्नेन	7	धृष्टद्युम्नेन	धृष्टद्युम्न{पुं;3;एक}	धृष्टद्युम्न{पुं;3;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N3	धृष्टद्युम्न_से					
9.1	च	8	च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	भी					
10.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	ही					
11.1	ह	9	ह	ह{अव्य}	ह{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ह					
