index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ब्रूते	1	यद्यद्ब्रूते	ब्रू1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	ब्रू1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	अभिहित_कर्ता,12.1;सकर्मक	अभिहित_कर्ता,12.1;सकर्मक	KP	कहता_है					
2.1	च	2	च	च{अव्य}	च{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	और					
3.1	किञ्चित्	3	किञ्चित्	किञ्चित्{अव्य}/किञ्चित्{सर्वनाम;नपुं;1;एक}/किञ्चित्{सर्वनाम;नपुं;2;एक}	किञ्चित्{अव्य}	विशेषणम्,11.1	विशेषणम्,11.1	NA						
4.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	वह					
5.1	धृतराष्ट्रः	4	धृतराष्ट्रो	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	धृतराष्ट्र					
6.1	नराधिपः	5	नराधिपः	नराधिप{पुं;1;एक}	नराधिप{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	राजा					
7.1	गुरुः	6	गुरु	गुरु{नपुं;1;एक}/गुरु{नपुं;2;एक}	गुरु{नपुं;2;एक}	अन्यतरः,9.1	अन्यतरः,9.1	N2	गुरु					
8.1	वा	7	वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,7.1	अन्यतर_द्योतकः,7.1	NA	वा					
9.1	लघुः	8	लघु	लघु{नपुं;1;एक}/लघु{नपुं;2;एक}/लघु{नपुं;8;एक}	लघु{नपुं;2;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N2	लघु					
10.1	वा	9	वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,9.1	अन्यतर_द्योतकः,9.1	NA	वा					
11.1	कार्यं	10	कार्यं	कार्य{पुं;2;एक}/कार्य{नपुं;1;एक}/कार्य{नपुं;2;एक}	कार्य{नपुं;2;एक}	कर्म,1.1	कर्म,1.1	N2	कार्य_को					
12.1	गान्धारी	11	गान्धारी	गान्धारी{स्त्री;1;एक}/गान्धारि{पुं;1;द्वि}/गान्धारि{पुं;2;द्वि}/गान्धारि{पुं;8;द्वि}	गान्धारी{स्त्री;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	गान्धारी					
13.1	च	12	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA	और					
14.1	यशस्विनी	13	यशस्विनी	यशस्विनी{स्त्री;1;एक}	यशस्विनी{स्त्री;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1	तपस्विनी					
15.1	यद्		यद्	यद्{सर्वनाम,नपुं,2,एक}	यद्{सर्वनाम,नपुं,2,एक}	विशेषणम्,11.1	विशेषणम्,11.1	N2					नित्य_सम्बन्धः,26	
16.1	यद्		यद्	यद्{सर्वनाम,नपुं,2,एक}	यद्{सर्वनाम,नपुं,2,एक}	वीप्सा,15.1	वीप्सा,15.1	N2						
17.1	महाराज	3	महाराज	महाराज{पुं;8;एक}	महाराज{पुं;8;एक}	सम्बोध्यः,28.1	सम्बोध्यः,28.1	N8	महाराज					
