index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	किम्	1	किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{सर्वनाम;नपुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	किम्					
2.1	ते	2	ते	तद्{सर्वनाम;पुं;1;बहु}	तद्{सर्वनाम;पुं;1;बहु}	कर्म,4.1	कर्म,4.1	N1	वे					
3.1	तत्	3	तत्	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तत्{अव्य}	अनुयोगी,4.1	अनुयोगी,4.1	NA	तत्					
4.1	विस्मृतम्		विस्मृतम्	विस्मृत{पुं;2;एक(वि_स्मृ1;क्त;स्मृ;भ्वादिः)}	विस्मृत{पुं;2;एक(वि_स्मृ1;क्त;स्मृ;भ्वादिः)}	निर्धारणम्,1.1	निर्धारणम्,1.1	N2	भूला_हुए_को					
5.1	पार्थ	4	पार्थ	पार्थ{पुं;8;एक}	पार्थ{पुं;8;एक}	सम्बोध्यः,4.1	सम्बोध्यः,4.1	N8	पार्थ					
6.1	यत्	5	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यत्{अव्य}	कर्ता,11.1;नित्यसम्बन्धः,3.1	कर्ता,11.1;नित्यसम्बन्धः,3.1	NA	कि					
7.1	एषः		एषः	एतद्{सर्वनाम;पुं;1;एक}	एतद्{सर्वनाम;पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	यह					
8.1	कुल-	6	कुल-पांसनः	कुल	कुल	समासः,8.2	समासः,8.2	CP	कुल-पांसन					
8.2	पांसनः			पांसन{पुं;1;एक}	पांसन{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1						
9.1	दुर्वृत्तिः	7	दुर्वृत्तिः	दुर्वृत्ति{स्त्री;1;एक}	दुर्वृत्ति{स्त्री;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	दुर्वृत्ति					
10.1	विदुरं	8	विदुरं	विदुर{पुं;2;एक}	विदुर{पुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	बुद्धिमान_को					
11.1	प्राह	9	प्राह	प्र_ब्रू1{कर्तरि{लट्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	प्र_ब्रू1{कर्तरि{लट्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	प्राह					
12.1	द्यूते	10	द्यूते	द्यू{तल्;स्त्री;1;द्वि}/द्यू{तल्;स्त्री;2;द्वि}	द्यू{तल्;स्त्री;1;द्वि}	विषयाधिकरणम्,14.1	विषयाधिकरणम्,14.1	N1	द्युएँ					
13.1	किम्	11	किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	कर्म,14.1	कर्म,14.1	NA	किम्					
14.1	जितम्	12	जितमित्युत	जित्{पुं;2;एक}/जित{पुं;2;एक(जि1;क्त;जि;भ्वादिः)}	जित्{पुं;2;एक}	वाक्यकर्म,11.1	वाक्यकर्म,11.1	N2	जित्_को					
15.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,11.1	वाक्यकर्म_द्योतकः,11.1	NA	ऐसा					
16.1	उत		उत	उत{अव्य}	उत{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	अथवा					
17.1	.	.	-	-	-	-	-	FS	-					
