index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अधर्मिष्ठान्	1	अधर्मिष्ठान्	अधर्मिष्ठान्{पुं;2;बहु}	अधर्मिष्ठान्{पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2	सज्जनों_को					
2.1	अपि			अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी					
3.1	सतः	2	सतः	सत्{पुं;1;बहु}/सत्{पुं;2;बहु}/सत्{पुं;5;एक}/सत्{पुं;6;एक}/सत्{पुं;8;बहु}/सत्{स्त्री;8;बहु}/सत्{पुं;2;बहु(अस्2;शतृ_लट्;असँ;:अदादिः)}/सत्{पुं;5;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}/सत्{पुं;6;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}/सत्{नपुं;5;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}/सत्{नपुं;6;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}	सत्{पुं;2;बहु}	कर्म,8.1	कर्म,8.1	N2	सज्जन					
4.1	कुन्ती-	3	कुन्ती-पुत्राः	कुन्ती	कुन्ती	समासः,4.2	समासः,4.2	CP	कुन्ती-पुत्र					
4.2	पुत्राः			पुत्र{पुं;8;बहु}/पुत्र{पुं;1;बहु}/पुत्रा{स्त्री;8;बहु}/पुत्रा{स्त्री;1;बहु}/पुत्रा{स्त्री;2;बहु}	पुत्र{पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1						
5.1	महारथाः	4	महारथाः	महारथ{पुं;1;बहु}	महारथ{पुं;1;बहु}	विशेषणम्,4.2	विशेषणम्,4.2	N1	महारथ					
6.1	मानवान्	5	मानवान्	मानव{पुं;2;बहु}	मानव{पुं;2;बहु}	कर्म,7.1	कर्म,7.1	N2	मानवों_को					
7.1	पालयिष्यन्ति		पालयिष्यन्ति	पल्1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;पलँ;:भ्वादिः}/पाल्1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;पालँ;:चुरादिः}/पा2{णिजन्त;कर्तरि;लृट्;प्र;बहु;परस्मैपदी;पा;:अदादिः}/पल्1{णिजन्त;कर्तरि;लृट्;प्र;बहु;परस्मैपदी;पलँ;:भ्वादिः}	पल्1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;पलँ;:भ्वादिः}	अभिहित_कर्ता,4.2	अभिहित_कर्ता,4.2	KP	जाएँगे					
8.1	भूत्वा	6	भूत्वा	अस्2{अव्य;क्त्वा;असँ;:अदादिः}	अस्2{अव्य;क्त्वा;असँ;:अदादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA						
9.1	धर्म-	7	धर्म-परायणाः	धर्म	धर्म	समासः,9.2	समासः,9.2	CP	धर्म-परायण					
9.2	परायणाः			परायण{पुं;8;बहु}/परायण{पुं;1;बहु}/परायणा{स्त्री;8;बहु}/परायणा{स्त्री;1;बहु}/परायणा{स्त्री;2;बहु}	परायण{पुं;1;बहु}	विशेषणम्,4.2	विशेषणम्,4.2	N1						
10.1	.	.	-	-	-	-	-	FS	-					
