index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ग्लायते	1	ग्लायते	ग्लै1{भावे;लट्;प्र;एक;आत्मनेपदी;ग्लै;:भ्वादिः}	ग्लै1{भावे;लट्;प्र;एक;आत्मनेपदी;ग्लै;:भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक;सम्बन्धः,15.1	अभिहित_कर्ता,3.1;सकर्मक;सम्बन्धः,15.1	KP	म्लान_हुआ_जाता_है					
2.1	मे	2	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	मेरे					
3.1	मनः	3	मनः	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	मन_को					
4.1	तात		तात	तात{पुं;8;एक}	तात{पुं;8;एक}	सम्बोध्यः,1.1	सम्बोध्यः,1.1	N8	पिता					
5.1	भूयः	4	भूयो	भूयः{अव्य}/भूयस्{नपुं;1;एक}/भूयस्{नपुं;2;एक}/भूयस्{नपुं;8;एक}	भूयस्{नपुं;1;एक}	वीप्सा,6.1	वीप्सा,6.1	N1	बहुत					
6.1	भूयः	5	भूयः	भूयः{अव्य}/भूयस्{नपुं;1;एक}/भूयस्{नपुं;2;एक}/भूयस्{नपुं;8;एक}	भूयस्{नपुं;1;एक}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	N1	बहुत					
7.1	प्रजल्पतः	6	प्रजल्पतः	प्रजल्पत्{पुं;6;एक;{कृत्_धातु जल्प्1} शतृ_लट्;जल्पँ;भ्वादिः}	प्रजल्पत्{पुं;6;एक;{कृत्_धातु जल्प्1} शतृ_लट्;जल्पँ;भ्वादिः}	विशेषणम्,2.1	विशेषणम्,2.1	N6	प्रजल्प_से					
8.1	न	7	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA						
9.1	माम्	8	माम्	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,13.1	कर्म,13.1	N2	मुझे					
10.1	अतः		अतः	अतः{अव्य}	अतः{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	अतः					
11.1	परम्	9	परम्	परम्{अव्य}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	परम्{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	पर_					
12.1	पुत्र	10	पुत्र	पुत्र{पुं;8;एक}	पुत्र{पुं;8;एक}	सम्बोध्यः,15.1	सम्बोध्यः,15.1	N8	पुत्र					
13.1	परिक्लेष्टुम्		परिक्लेष्टुम्	क्लिश्2{अव्य;तुमुन्;क्लिशूँ;:क्र्यादिः}	क्लिश्2{अव्य;तुमुन्;क्लिशूँ;:क्र्यादिः}	सहायकक्रिया,15.1	सहायकक्रिया,15.1	NA						
14.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,15.1	देशाधिकरणम्,15.1	NA	यहाँ					
15.1	अर्हसि		अर्हसि	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}	अभिहित_कर्ता,0;सकर्मक	अभिहित_कर्ता,0;सकर्मक	KP	योग्य_नहीं_होते_हो					
16.1	.	.	-	-	-	-	-	FS	-					
