index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततः	ततः{अव्य}	ततः{अव्य}	कालाधिकरणम्,2.1	कालाधिकरणम्,2.1	NA	वहाँ_से					
2.1	अब्रवीत्		अब्रवीत्	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ब्रूञ्;:अदादिः}	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ब्रूञ्;:अदादिः}	अभिहित_कर्ता,10.2;सकर्मक	अभिहित_कर्ता,10.2;सकर्मक	KP	कहा					
3.1	महाराज		महाराज	महाराज{पुं;8;एक}	महाराज{पुं;8;एक}	सम्बोध्यः,2.1	सम्बोध्यः,2.1	N8	महाराज					
4.1	कुन्ती-		कुन्ती-पुत्रम्	कुन्ती	कुन्ती	T6,4.2	T6,4.2	CP						
4.2	पुत्रम्	2		पुत्र{पुं;2;एक}/पुत्र{नपुं;1;एक}/पुत्र{नपुं;2;एक}	पुत्र{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	कुन्ती-पुत्र_से					
5.1	उपह्वरे		उपह्वरे	उपह्वर{पुं;7;एक}	उपह्वर{पुं;7;एक}	देशाधिकरणम्,2.1	देशाधिकरणम्,2.1	N7	उपह्वर_में					
6.1	निषण्णम्	3	निषण्णम्	निषण्ण{पुं;2;एक(षद्1;क्त;षदॢँ;:भ्वादिः)}/निषण्ण{नपुं;1;एक(षद्1;क्त;षदॢँ;:भ्वादिः)}/निषण्ण{नपुं;2;एक(षद्1;क्त;षदॢँ;:भ्वादिः)}	निषण्ण{नपुं;2;एक(षद्1;क्त;षदॢँ;:भ्वादिः)}	विशेषणम्,4.2	विशेषणम्,4.2	N2	ण्थ्या_हुआ					
7.1	पाणिना	4	पाणिना	पाणि{पुं;3;एक}	पाणि{पुं;3;एक}	करणम्,9.1	करणम्,9.1	N3	हाथ_के_द्वारा					
8.1	पृष्ठे	5	पृष्ठे	पृष्ठ{नपुं;1;द्वि}/पृष्ठ{नपुं;2;द्वि}/पृष्ठ{नपुं;8;द्वि}/पृष्ठ{नपुं;7;एक}	पृष्ठ{नपुं;2;द्वि}	देशाधिकरणम्,9.1	देशाधिकरणम्,9.1	N2	पृष्ठ					
9.1	संस्पृशन्	6	संस्पृशन्	सम्_स्पृशत्{पुं;1;एक(सं-स्पृश्1;शतृ_लट्;स्पृशँ;:तुदादिः)}	सम्_स्पृशत्{पुं;1;एक(सं-स्पृश्1;शतृ_लट्;स्पृशँ;:तुदादिः)}	वर्तमानसमानकालः,2.1	वर्तमानसमानकालः,2.1	N1	सं-छूता_हुआ					
10.1	अम्बिका-		अम्बिका-सुतः	अम्बिका	अम्बिका	T6,10.2	T6,10.2	CP	पुत्र-पुत्र_ने					
10.2	सुतः			सुत{पुं;1;एक(षु3;क्त;षुञ्;:स्वादिः)}/सुत{पुं;1;एक(शु1;क्त;शु;:भ्वादिः)}/सुत{पुं;1;एक(षु2;क्त;षु;:अदादिः)}/सुत{पुं;1;एक}	सुत{पुं;1;एक(सुत-षु2;क्त;षु;:अदादिः)}	कर्ता,2.1	कर्ता,2.1	N1						
11.1	.	.	-	-	-	-	-	FS	-					
