index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	प्राप्य	1	प्राप्य	आप्1{अव्य;ल्यप्;आपॢँ;:स्वादिः}/आप्1{अव्य;ल्यप्;आपॢँ;:स्वादिः}/आप्2{अव्य;ल्यप्;आपॢँ;:चुरादिः}/आप्2{अव्य;ल्यप्;आपॢँ;:चुरादिः}	प्र_आप्2{अव्य;ल्यप्;आपॢँ;:चुरादिः}	पूर्वकालः,8	पूर्वकालः,8	NA	प्र_आप्2_कर					
2	राज्यं	2	राज्यं	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,1	कर्म,1	N2	राज्य					
3	महाभागाः	3	महाभागाः	महाभाग{पुं;1;बहु}/महाभागा{स्त्री;1;बहु}/महाभागा{स्त्री;2;बहु}	महाभाग{पुं;1;बहु}	विशेषणम्,4	विशेषणम्,4	N1	महाभाग					
4	पाण्डवाः	4	पाण्डवा	पाण्डव{पुं;1;बहु}/पाण्डव{पुं;8;बहु}	पाण्डव{पुं;1;बहु}	कर्ता,8	कर्ता,8	N1	पाण्डवों_ने					
5	मे	5	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,6	षष्ठीसम्बन्धः,6	N6	मेरा					
6	पितामहाः	6	पितामहाः	पितामह{पुं;1;बहु}/पितामह{पुं;8;बहु}	पितामह{पुं;1;बहु}	विशेषणम्,4	विशेषणम्,4	N1						
7	कथम्	7	कथमासन्महाराजे	कथम्{अव्य}	कथम्{अव्य}	क्रियाविशेषणम्,8	क्रियाविशेषणम्,8	NA	कैसे					
8	आसन्			अस्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;:भ्वादिः}/अस्2{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;:अदादिः}/आसन्{नपुं;8;एक}	अस्2{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;असँ;:अदादिः}	अभिहित_कर्ता,4	अभिहित_कर्ता,4	KP	अस्2_प्प्_स्क्या					
9	महाराजे			महाराज{पुं;7;एक}	महाराज{पुं;7;एक}	विशेषणम्,10	विशेषणम्,10	N7	महाराज_में					
10	धृतराष्ट्रे	8	धृतराष्ट्रे	धृतराष्ट्र{पुं;7;एक}	धृतराष्ट्र{पुं;7;एक}	अधिकरणम्,8	अधिकरणम्,8	N7	धृतराष्ट्र_में					
11	महात्मनि	9	महात्मनि	महात्मन्{पुं;7;एक}/महात्मन्{नपुं;7;एक}	महात्मन्{पुं;7;एक}	विशेषणम्,10	विशेषणम्,10	N7	महात्मा_में					
12	.		.	-	-	-	-	FS	-					
