index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	परिमाणम्	1	परिमाणम्	परिमाण{नपुं;1;एक}/परिमाण{नपुं;2;एक}	परिमाण{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	परिमाण					
2.1	विदित्वा	2	विदित्वा	विद्1{अव्य;क्त्वा;विदँ;:अदादिः}/विद्3{अव्य;क्त्वा;विदॢँ;:तुदादिः}	विद्1{अव्य;क्त्वा;विदँ;:अदादिः}	पूर्वकालः,7.1,कर्ता,9.1	पूर्वकालः,7.1,कर्ता,9.1	NA						
3.1	च	3	च	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,9.1	NA	और					
4.1	दण्डम्	4	दण्डम्	दण्ड{पुं;2;एक}	दण्ड{पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	दण्ड_को					
5.1	दण्ड्येषु	5	दण्ड्येषु	दण्ड्य{पुं;7;बहु(दण्ड1;यत्;दण्ड;:चुरादिः)}/दण्ड्य{नपुं;7;बहु(दण्ड1;यत्;दण्ड;:चुरादिः)}	दण्ड्य{पुं;7;बहु(दण्ड1;यत्;दण्ड;:चुरादिः)}	विषयाधिकरणम्,1.1	विषयाधिकरणम्,1.1	N7						
6.1	भारत	6	भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	अभेदः,7.1	अभेदः,7.1	N8	भारत					
7.1	प्रणयेयुः	7	प्रणयेयुः	प्र_णी1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;णीञ्;:भ्वादिः}	प्र_णी1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;णीञ्;:भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP	प्र_णी1_प्प्_स्क्यें					
8.1	यथा-		यथा-न्यायम्	यथा	यथा	समासः,8.2	समासः,8.2	CP	जैसे					
8.2	न्यायम्			न्यायम्{अव्य}	न्यायम्{अव्य}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	NA						
9.1	पुरुषाः	8	पुरुषाः	पुरुष{पुं;1;बहु}/पुरुष{पुं;8;बहु}	पुरुष{पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1	पुरुष					
10.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	वे					
11.1	युधिष्ठिर	9	युधिष्ठिर	युधिष्ठिर{पुं;8;एक}	युधिष्ठिर{पुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	युधिष्ठिर					
12.1	.	.	-	-	-	-	-	FS	-					
