index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	लभताम्		लभताम्	लभ्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;डुलभँष्;:भ्वादिः}	लभ्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;डुलभँष्;:भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मक	अभिहित_कर्ता,5.1;सकर्मक	KP	प्राप्त_हो					
2.1	वीर-		वीर-लोकान्	वीर	वीर	समासः,2.2	समासः,2.2	CP	वीर-लोक					
2.2	लोकान्			लोक{पुं;2;बहु}	लोक{पुं;2;बहु}	कर्म,1.1	कर्म,1.1	N2						
3.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	वह					
4.1	स-सहायः		स-सहायः	स-सहाय{पुं;1;एक}	स-सहाय{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	स-साथी					
5.1	नराधिपः		नराधिपः	नराधिप{पुं;1;एक}	नराधिप{पुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	राजा					
6.1	द्विज-		द्विज-अग्र्यैः	द्विज	द्विज	समासः,6.2	समासः,6.2	CP	ब्राह्मण-अग्र्यों_के_द्वारा					
6.2	अग्र्यैः			अग्र्य{पुं;3;बहु}/अग्र्य{नपुं;3;बहु}	अग्र्य{पुं;3;बहु}	कर्ता,7.1	कर्ता,7.1	N3						
7.1	सम्-अनुज्ञातः		सम्-अनुज्ञातः	सम्-अनुज्ञा{अव्य;तसिल्}/सम्-अनुज्ञात{पुं;1;एक(ज्ञा1;क्त;ज्ञा;:क्र्यादिः)}	सम्-अनुज्ञात{पुं;1;एक(सम्-ज्ञा1;क्त;ज्ञा;:क्र्यादिः)}	विशेषणम्,11.1	विशेषणम्,11.1	N1	सम्-अनुज्ञात					
8.1	त्रिदिवे		त्रिदिवे	त्रिदिव{पुं;7;एक}	त्रिदिव{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	त्रिदिव_में					
9.1	मोदताम्		मोदताम्	मुद्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;मुदँ;:भ्वादिः}	मुद्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;मुदँ;:भ्वादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	आनन्दित_हो					
10.1	सुखी		सुखी	सुखिन्{पुं;1;एक}	सुखिन्{पुं;1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1	सुखी					
11.1	(दुर्योधनः)		दुर्योधनः	दुर्योधन{पुं;1;एक}	दुर्योधन{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	दुर्योधन					
12.1	.	.	-	-	-	-	-	FS	-					
