index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	एवम्	1	एवम्	एवम्{अव्य}	एवम्{अव्य}	विशेषणम्,2.1	विशेषणम्,2.1	NA	ऐसा					
2.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	यह					
3.1	महा-		महा-बाहो	महा	महा-	Bs6,3.2	Bs6,3.2	CP	गाय-भुजा					
3.2	बाहो			बाहु{पुं;8;एक}/बाहु{नपुं;8;एक}/बाहु{नपुं;1;एक}/बाहु{नपुं;2;एक}	बाहु{पुं;8;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N8						
4.1	यथा	2	यथा	यथा{अव्य}	यथा{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	जैसे					
5.1	वदसि	3	वदसि	वद्1{कर्तरि;लट्;म;एक;परस्मैपदी;वदँ;:भ्वादिः}	वद्1{कर्तरि;लट्;म;एक;परस्मैपदी;वदँ;:भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मकः	अभिहित_कर्ता,7.1;सकर्मकः	KP	बोलते_हो					
6.1	भारत	4	भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8	भारत					
7.1	(त्वम्)			युष्मद्{सर्वनाम,1,एक}	युष्मद्{सर्वनाम,1,एक}	कर्ता,5.1	कर्ता,5.1	N1						
8.1	राजा	5	राजा	राजन्{पुं;2;एक}	राजन्{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	राजा_को					
9.1	वृद्धतां	6	वृद्धतां	वृद्धता{स्त्री;2;एक}	वृद्धता{स्त्री;2;एक}	कर्म,10.1	कर्म,10.1	N2	वृद्धत्व					
10.1	प्राप्तः	7	प्राप्तः	प्राप्त{पुं;1;एक(आप्1;क्त;आपॢँ;:स्वादिः)}	प्राप्त{पुं;1;एक(आप्1;क्त;आपॢँ;:स्वादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N1	पहुँचा					
11.1	प्रमाणे	8	प्रमाणे	प्रमाण{नपुं;1;द्वि}/प्रमाण{नपुं;2;द्वि}/प्रमाण{नपुं;7;एक}/प्रमाण{नपुं;1;द्वि(मा1;ल्युट्;मा;:अदादिः)}/प्रमाण{नपुं;2;द्वि(मा1;ल्युट्;मा;:अदादिः)}/प्रमाण{नपुं;7;एक(मा1;ल्युट्;मा;:अदादिः)}/प्रमाण{नपुं;1;द्वि(मा2;ल्युट्;माङ्;:जुहोत्यादिः)}/प्रमाण{नपुं;2;द्वि(मा2;ल्युट्;माङ्;:जुहोत्यादिः)}/प्रमाण{नपुं;7;एक(मा2;ल्युट्;माङ्;:जुहोत्यादिः)}	प्रमाण{नपुं;7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	N7	प्रमाण					
12.1	परमे	9	परमे	परम{नपुं;1;द्वि}/परम{नपुं;2;द्वि}/परमा{स्त्री;1;द्वि}/परमा{स्त्री;2;द्वि}/परम{नपुं;8;द्वि}/परम{पुं;7;एक}/परम{नपुं;7;एक}	परम{नपुं;7;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N7	परम					
13.1	स्थितः	10	स्थितः	स्थित{पुं;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	स्थित{पुं;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	विधेय_विशेषणम्,8.1	विधेय_विशेषणम्,8.1	N1	स्थित					
14.1	(अस्ति)			अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी{धातुः असँ} अदादिः}	अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी{धातुः असँ} अदादिः}	अभिहित_कर्ता,8.1;अकर्मकः	अभिहित_कर्ता,8.1;अकर्मकः	KP						
15.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N1						
16.1	.	.	-	-	-	-	-	FS	-					
