index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	वहाँ_से					
2.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	वे					
3.1	सहिताः	2	सहिताः	सहित{पुं;1;बहु}/सहिता{स्त्री;1;बहु(षह्2;क्त;षहँ;:दिवादिः)}/सहिता{स्त्री;2;बहु(षह्2;क्त;षहँ;:दिवादिः)}	सहित{पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	साथ					
4.1	सर्वे	3	सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्वा{सर्वनाम;स्त्री;1;द्वि}/सर्वा{सर्वनाम;स्त्री;2;द्वि}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	सब					
5.1	भ्रातरः	4	भ्रातरः	भ्रातृ{पुं;1;बहु}/भ्रातृ{पुं;2;बहु}/भ्रातृ{पुं;8;बहु}	भ्रातृ{पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	भाई					
6.1	पञ्च	5	पञ्च	पञ्चन्{संख्येयम्;1;बहु}/पञ्चन्{संख्येयम्;2;बहु}/पच्3{कर्तरि;लोट्;म;एक;परस्मैपदी;पचिँ;:चुरादिः}	पञ्चन्{संख्येयम्;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	पञ्चन्_अ					
7.1	पाण्डवाः	6	पाण्डवाः	पाण्डव{पुं;1;बहु}/पाण्डव{पुं;8;बहु}	पाण्डव{पुं;1;बहु}	कर्ता,9.1	कर्ता,9.1	N1	पाण्डव					
8.1	तथा-	7	तथा-शीलाः	तथा	तथा	Bs6,8.2	Bs6,8.2	CP	तथा-शील					
8.2	शीलाः			शील{पुं;8;बहु}/शील{पुं;1;बहु}/शीला{स्त्री;8;बहु}/शीला{स्त्री;1;बहु}/शीला{स्त्री;2;बहु}	शील{पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1						
9.1	समातस्थुः	8	समातस्थुः	सम्_आङ्_ष्था1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;ष्था;:भ्वादिः}	सम्_आङ्_ष्था1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;ष्था;:भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मक	अभिहित_कर्ता,7.1;सकर्मक	KP	सम्_आङ्_ष्था1_प्प्_स्क्या					
10.1	धृतराष्ट्रस्य		धृतराष्ट्रस्य	धृतराष्ट्र{पुं;6;एक}	धृतराष्ट्र{पुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	धृतराष्ट्र_का					
11.1	शासने	9	शासने	शासन{नपुं;1;द्वि}/शासन{नपुं;2;द्वि}/शासन{नपुं;7;एक}/शासन{नपुं;1;द्वि(शास्1;ल्युट्;शासुँ;:अदादिः)}/शासन{नपुं;2;द्वि(शास्1;ल्युट्;शासुँ;:अदादिः)}/शासन{नपुं;7;एक(शास्1;ल्युट्;शासुँ;:अदादिः)}	शासन{नपुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	शासन					
12.1	.	.	-	-	-	-	-	FS	-					
