index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	राजन्	9	राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;राजृँ;:भ्वादिः)}	राजन्{पुं;8;एक}	सम्बोध्यः,11.1	सम्बोध्यः,11.1	N8	राजा					
2.1	कुरु-	3	कुरु-राजस्य	कुरु	कुरु	समासः,2.2	समासः,2.2	CP	कुरु-राजा_के					
2.2	राजस्य			राज{नपुं;6;एक}/राज{नपुं;6;एक}/राज{पुं;6;एक}	राज{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6						
3.1	करुणानि	5	करुणानि	करुण{नपुं;1;बहु}/करुण{नपुं;2;बहु}/करुण{नपुं;8;बहु}	करुण{नपुं;2;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N2	तारे					
4.1	वाक्यानि	4	वाक्यानि	वाक्य{नपुं;1;बहु}/वाक्य{नपुं;2;बहु}/वाक्य{नपुं;8;बहु}	वाक्य{नपुं;2;बहु}	कर्म,5.1	कर्म,5.1	N2	वाक्य					
5.1	श्रुत्वा	1	श्रुत्वा	श्रु1{अव्य;क्त्वा;श्रु;:भ्वादिः}	श्रु1{अव्य;क्त्वा;श्रु;:भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA	सुन_कर					
6.1	तु	2	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	तो					
7.1	सर्वतः	8	सर्वतो	सर्वतः{अव्य}	सर्वतः{अव्य}	अधिकरणम्,8.1	अधिकरणम्,8.1	NA	सभी_जगह					
8.1	समेताः			समेत{पुं;1;बहु}/समेता{स्त्री;1;बहु}/समेता{स्त्री;2;बहु}/समेत{पुं;8;बहु}	समेत{पुं;1;बहु}	विशेषणम्,10.2	विशेषणम्,10.2	N1	समेताओं_को					
9.1	ते	6	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,10.2	विशेषणम्,10.2	N1	उन्होंने					
10.1	कुरु-	10	कुरु-जाङ्गलाः	कुरु	कुरु	समासः,10.2	समासः,10.2	CP	कुरु-जाङ्गला					
10.2	जाङ्गलाः			जाङ्गल{पुं;8;बहु}/जाङ्गल{पुं;1;बहु}/जाङ्गला{स्त्री;8;बहु}/जाङ्गला{स्त्री;1;बहु}/जाङ्गला{स्त्री;2;बहु}	जाङ्गल{पुं;1;बहु}	कर्ता,11.1	कर्ता,11.1	N1						
11.1	रुरुदुः	7	रुरुदुः	रुद्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;रुदिँर्;:अदादिः}	रुद्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;रुदिँर्;:अदादिः}	अभिहित_कर्ता,10.2;सकर्मक	अभिहित_कर्ता,10.2;सकर्मक	KP	रुद्1_प्प्_स्क्या					
12.1	.	.	-	-	-	-	-	FS	-	-				
