index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	मन्दाः	1	मन्दा1	मन्द{पुं;1;बहु}/मन्दा{स्त्री;1;बहु}/मन्दा{स्त्री;2;बहु}/मन्द{पुं;8;बहु}	मन्द{पुं;1;बहु}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	मन्द					
2.1	मृदुषु	2	मृदुषु	मृदु{पुं;7;बहु}/मृदु{नपुं;7;बहु}/मृदु{स्त्री;7;बहु}	मृदु{पुं;7;बहु}	विषयाधिकरणम्,1.1	विषयाधिकरणम्,1.1	N7	मृदु_में					
3.1	कौरव्य	3	कौरव्य	कौरव्य{पुं;8;एक}	कौरव्य{पुं;8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8	कौरव्य					
4.1	तीक्ष्णेषु			तीक्ष्ण{पुं;7;बहु}/तीक्ष्ण{नपुं;7;बहु}	तीक्ष्ण{पुं;7;बहु}	विषयाधिकरणम्,5.2	विषयाधिकरणम्,5.2	N7	तेज_में					
5.1	आशीविष-		आशीविष-उपमाः	आशीविष	आशीविष	समासः,5.2	समासः,5.2	CP	आशीविष-उपम					
5.2	उपमाः			उपम{पुं;8;बहु}/उपम{पुं;1;बहु}/उपमा{स्त्री;8;बहु}/उपमा{स्त्री;1;बहु}/उपमा{स्त्री;2;बहु}	उपम{पुं;1;बहु}	समुच्चितः,1.1	समुच्चितः,1.1	N1						
6.1	वीर्यवन्तः	4	वीर्यवन्तो	वीर्यवत्{पुं;1;बहु}/वीर्यवत्{पुं;8;बहु}	वीर्यवत्{पुं;1;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	N1	मजबूत					
7.1	महात्मानः	5	महात्मानः	महात्मन्{पुं;1;बहु}	महात्मन्{पुं;1;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	N1	महात्मा					
8.1	पौराणां	6	पौराणां	पौर{पुं;6;बहु}/पौर{नपुं;6;बहु}	पौर{पुं;6;बहु}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	पौरों_के					
9.1	च	7	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.2	समुच्चय_द्योतकः,5.2	NA	और					
10.1	हिते	9	हिते	हित{पुं;7;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;1;द्वि(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;2;द्वि(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;7;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हिता{स्त्री;1;द्वि(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हिता{स्त्री;2;द्वि(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{पुं;7;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;1;द्वि(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;2;द्वि(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;7;एक(हि1;क्त;हि;:स्वादिः)}/हिता{स्त्री;1;द्वि(हि1;क्त;हि;:स्वादिः)}/हिता{स्त्री;2;द्वि(हि1;क्त;हि;:स्वादिः)}	हित{नपुं;7;एक}	विषयाधिकरणम्,11.1	विषयाधिकरणम्,11.1	N7						
11.1	रताः	10	रताः	रत{पुं;1;बहु(रम्1;क्त;रमुँ;:भ्वादिः)}/रता{स्त्री;1;बहु(रम्1;क्त;रमुँ;:भ्वादिः)}/रता{स्त्री;2;बहु(रम्1;क्त;रमुँ;:भ्वादिः)}	रत{पुं;1;बहु(रम्1;क्त;रमुँ;:भ्वादिः)}	विशेषणम्,12.1	विशेषणम्,12.1	N1						
12.1	(पाण्डवाः)			पाण्डव{पुं;1;बहु}/पाण्डव{पुं;8;बहु}	पाण्डव{पुं;1;बहु}	कर्ता,13.1	कर्ता,13.1	N1	पाण्डव					
13.1	(सन्ति)			वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;:भ्वादिः}	वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;:भ्वादिः}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	KP	होते_हैं					
14.1	.	.	-	-	-	-	-	FS	-					
