index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	प्रातः	1	प्रातः	प्रातः{अव्य}	प्रातः{अव्य}	कालाधिकरणम्,2.1	कालाधिकरणम्,2.1	 	प्रातः					
2.1	उत्थाय		उत्थाय	ष्था1{अव्य;ल्यप्;ष्था;:भ्वादिः}	उत्_ष्था1{अव्य;ल्यप्;ष्था;:भ्वादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1							
3.1	तान्	2	तान्	तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	कर्म,5.1;कर्म,9.1	कर्म,5.1;कर्म,9.1		उनको					
4.1	राजन्		राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;राजृँ;:भ्वादिः)}	राजन्{पुं;8;एक}	सम्बोध्यः,9.1	सम्बोध्यः,9.1		राजा					
5.1	पूजयित्वा		पूजयित्वा	पूज्1{अव्य;क्त्वा;पूजँ;:चुरादिः}	पूज्1{अव्य;क्त्वा;पूजँ;:चुरादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1							
6.1	यथा-	3	यथा-विधि	यथा	यथा  	A1,6.2	A1,6.2							
6.2	विधि			विधि{नपुं;8;एक}/विधि{नपुं;1;एक}/विधि{नपुं;2;एक}/विधी{स्त्री;8;एक}	विधि{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1		यथा-विधि					
7.1	कृत्य-		कृत्य-काले	कृत्य	कृत्य	T6,7.2	T6,7.2							
7.2	काले	4		कृत्1{ण्यत्;कृतीँ;:तुदादिः}/कृत्2{ण्यत्;कृतीँ;:रुधादिः-काल;पुं;7;एक}/काल{नपुं;8;द्वि}/काल{नपुं;1;द्वि}/काल{नपुं;2;द्वि}/काल{नपुं;7;एक}/काला{स्त्री;8;एक}/काला{स्त्री;8;द्वि}/काला{स्त्री;1;द्वि}/काला{स्त्री;2;द्वि}	काल{पुं;7;एक}	कर्ता,8.1	कर्ता,8.1							
8.1	समुत्पन्ने	5	समुत्पन्ने	सम्_उत्पन्न{पुं;7;एक(सम्-पद्1;क्त;पदँ;:दिवादिः)}/सम्_उत्पन्न{नपुं;1;द्वि(पद्1;क्त;पदँ;:दिवादिः)}/सम्_उत्पन्न{नपुं;2;द्वि(पद्1;क्त;पदँ;:दिवादिः)}/सम्_उत्पन्न{नपुं;7;एक(पद्1;क्त;पदँ;:दिवादिः)}/सम्_उत्पन्ना{स्त्री;1;द्वि(पद्1;क्त;पदँ;:दिवादिः)}/सम्_उत्पन्ना{स्त्री;2;द्वि(पद्1;क्त;पदँ;:दिवादिः)}	सम्-उत्पन्न{पुं;7;एक(सम्-पद्1;क्त;पदँ;:दिवादिः)}	भावलक्षणसप्तमी_पूर्वकालः,9.1	भावलक्षणसप्तमी_पूर्वकालः,9.1							
9.1	पृच्छेथाः(पृच्छेः)	6	पृच्छेथाः	प्रच्छ्{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी{धातुः प्रछँ} तुदादिः)}	प्रच्छ्{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी{धातुः प्रछँ} तुदादिः)}	अभिहित_कर्ता,12.1;सकर्मक	अभिहित_कर्ता,12.1;सकर्मक							
10.1	कार्यम्	7	कार्यम्	कार्य{पुं;2;एक}/कार्य{नपुं;1;एक}/कार्य{नपुं;2;एक}	कार्य{पुं;2;एक}	कर्म,9.1	कर्म,9.1		कार्य_को					
11.1	आत्मनः		आत्मनः	आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1		आत्माओं_को					
12.1	(त्वम्)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,9.1	कर्ता,9.1							
13.1	.	.	-	-	-	-	-		-					
