index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	वैसे					
2.1	इमौ		इमौ	इदम्{सर्वनाम;पुं;1;द्वि}/इदम्{सर्वनाम;पुं;2;द्वि}	इदम्{इदम्{सर्वनाम;पुं;2;द्वि}	विशेषणम्,4.1	विशेषणम्,5.1#विशेषणम्,4.1	N2	ये					
3.1	दुःखितौ		दुःखितौ	दुःखित{पुं;1;द्वि(दुःख1;क्त;दुःख;:चुरादिः)}/दुःखित{पुं;2;द्वि(दुःख1;क्त;दुःख;:चुरादिः)}	दुःखित{दुःखित{पुं;2;द्वि(दुःख1;क्त;दुःख;:चुरादिः)}	कर्मसमानाधिकरणम्,6.1	कर्मसमानाधिकरणम्,6.1	N2						
4.1	हतपुत्रौ		हतपुत्रौ	हतपुत्रौ}	हतपुत्रौ{पुं;2;द्वि}	विशेषणम्,5.1	विशेषणम्,5.1	N2						
5.1	वृद्धौ		वृद्धौ	वृद्ध{पुं;1;द्वि}/वृद्ध{पुं;2;द्वि}/वृद्धि{स्त्री;7;एक}	वृद्ध{वृद्धि{पुं;2;द्वि}	कर्म,6.1	कर्म,5.1	N2	वृद्ध					
6.1	विदित्वा		विदित्वा	विद्1{अव्य;क्त्वा;विदँ;:अदादिः}/विद्3{अव्य;क्त्वा;विदॢँ;:तुदादिः}	विद्1{अव्य;क्त्वा;विदँ;:अदादिः}/विद्3{अव्य;क्त्वा;विदॢँ;:तुदादिः}	पूर्वकालः,13.1	पूर्वकालः,13.1	NA						
7.1	वः		वः	युष्मद्{सर्वनाम;2;बहु}/युष्मद्{सर्वनाम;4;बहु}/युष्मद्{सर्वनाम;6;बहु}	युष्मद्{सर्वनाम;6;बहु}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	आपको					
8.1	भद्रम्		भद्रम्	भद्र{पुं;2;एक}/भद्र{नपुं;1;एक}/भद्र{नपुं;2;एक}	भद्र{नपुं;1;एक}	कर्ता,14.1	कर्ता,14.1#विधेय_विशेषणम्,14.1	N1	सुखद_को					
9.1	वः		वः	युष्मद्{सर्वनाम;2;बहु}/युष्मद्{सर्वनाम;4;बहु}/युष्मद्{सर्वनाम;6;बहु}	युष्मद्{सर्वनाम;6;बहु}	षष्ठीसम्बन्धः,10.1	गौणकर्म,12.1#षष्ठीसम्बन्धः,10.1	N6	आपको					
10.1	शरणम्		शरणम्	शरण{नपुं;1;एक}/शरण{नपुं;2;एक}	शरण{शरण{नपुं;2;एक}	कर्म,12.1	मुख्यकर्म,12.1#कर्म,12.1	N2	शरण					
11.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	और					
12.1	व्रजावः		व्रजावः	व्रज्1{कर्तरि;लट्;उ;द्वि;परस्मैपदी;व्रजँ;:भ्वादिः}	व्रज्1{कर्तरि;लट्;उ;द्वि;परस्मैपदी;व्रजँ;:भ्वादिः}	अभिहित_कर्ता,15.1	अभिहित_कर्ता,9.1#अभिहित_कर्ता,15.1	KP	जाते_हैं					
13.1	अनुज्ञानीत		अनुज्ञानीत	-	-	अभिहित_कर्ता,16.1	अभिहित_कर्ता,16.1	KP		क्रयादि =क्र्यादि				
14.1	(भव)				भू{कर्तरि;लोट्;म;एक;परस्मैपदी{धातु:भू}भवादि}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP		भवादि=भ्वादि				
15.1	(आवाम्)				अस्मद्(सर्वनाम;पुं;1;द्वि}	कर्ता,12.1	कर्ता,12.1	N1						
16.1	(यूयम्)				युष्मद्{सर्वनाम;1;बहु]	कर्ता,13.1	कर्ता,13.1	N1						
17.1	.	.	-	-	-	-	-	FS	-	-				
