index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सः	1	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	वह(विदुर ने)					
2.1	गत्वा	2	गत्वा	गम्1{अव्य;क्त्वा;गमॢँ;:भ्वादिः}	गम्1{अव्य;क्त्वा;गमॢँ;:भ्वादिः}	पूर्वकालः,4.1	पूर्वकालः,4.1	NA	जाकर्					
3.1	राज-	3	राज-वचनात्	राज	राज	समासः,3.2	समासः,3.2	CP	राजा की आज्ञ_से					
3.2	वचनात्			वचन{पुं;5;एक}/वचन{नपुं;5;एक}	वचन{पुं;5;एक}	हेतुः,4.1	हेतुः,4.1	N5						
4.1	उवाच	4	उवाच	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;:अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;:अदादिः}	अभिहित कर्ता,1.1	अभिहित कर्ता,1.1	KP	बोला					
5.1	अच्युतम्	5	अच्युतम्	अच्युत{पुं;2;एक}	अच्युत{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	धर्मसे कभी विचलित् न् होने वाला					
6.1	ईश्वरम्	6	ईश्वरम्	ईश्वर{पुं;2;एक}	ईश्वर{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	ईश्वर् समान्					
7.1	युधिष्ठिरं	7	युधिष्ठिरं	युधिष्ठिर{पुं;2;एक}	युधिष्ठिर{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	युधिष्ठिर_को					
8.1	महातेजाः	8	महातेजाः	महातेजस्{पुं;1;एक}	महातेजस्{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	महातेजस्वी					
9.1	सर्वबुध्दिमतांवरः	9	सर्वबुध्दिमतां	सर्वबुध्दिमताम्{पु;1;एक}	सर्वबुध्दिमताम्{पु;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	समस्त् बुध्दिमानोंमे श्रेष्ठ्					
10.1	.	.	-	-	-	-	-	FS	-					
