index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सन्धि-	1	सन्धि-विग्रहम्	सन्धि	सन्धि	समासः,1.2	समासः,1.2	CP	सन्धि और विग्रह	truce and warfare				
1.2	विग्रहम्			विग्रह{पुं;2;एक}/विग्रह{नपुं;1;एक}/विग्रह{नपुं;2;एक}	विग्रह{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2						
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.2	सम्बन्धः,1.2	NA	पर भी	also				
3.1	अत्र		अत्र	अत्र{अव्य}	अत्र{अव्य}	अधिकरणम्,5.1	अधिकरणम्,5.1	NA	यहाँ	here				
4.1	(त्वम्)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	तुम	you				
5.1	पश्येः	2	पश्येः	दृश्1{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी;दृशिँर्;:भ्वादिः}	दृश्1{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी;दृशिँर्;:भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मक	अभिहित_कर्ता,4.1;सकर्मक	KP	देखो	should see				
6.1	राज-	3	राज-सत्तम	राज	राज	समासः,6.2	समासः,6.2	CP	राजा-उत्तम	O_Best of Kings				
6.2	सत्तम			सत्तम{पुं;8;एक}	सत्तम{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8						
7.1	द्वि-	4	द्वि-योनिम्	द्वि	द्वि	समासः,7.2	समासः,7.2	CP	दो-स्रोतों	two-kinds				
7.2	योनिम्			योनि{स्त्री;2;एक}/योनि{पुं;2;एक}	योनि{नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,1.2	N1						
8.1	त्रिविध-	5	त्रिविध-उपायम्	त्रिविध	त्रिविध	समासः,8.2	समासः,8.2	CP	तीन_प्रकार-के-उपाय	three types of means				
8.2	उपायम्			उपाय{पुं;2;एक}/उप_इ1{कर्तरि;लङ्;उ;एक;परस्मैपदी;इण्;:अदादिः}/त्रिविध-उपाय{पुं;2;एक(इ1;घञ्;इण्;:अदादिः)}	उपाय{नपुं;1;एक(त्रिविध-इ1;घञ्;इण्;:अदादिः)}	विशेषणम्,7.2	विशेषणम्,7.2	N1						
9.1	बहु-	6	बहु-कल्पम्	बहु	बहु	समासः,9.2	समासः,9.2	CP	अनेक_परिस्थितियाँ	many circumstances				
9.2	कल्पम्			कल्प{पुं;2;एक}/कल्प{नपुं;1;एक}/कल्प{नपुं;2;एक}	कल्प{नपुं;1;एक}	विशेषणम्,8.2	विशेषणम्,8.2	N1						
11.1	युधिष्ठिर	7	युधिष्ठिर	युधिष्ठिर{पुं;8;एक}	युधिष्ठिर{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8	युधिष्ठिर	Yudhishtira				
12.1	.	.	-	-	-	-	-	FS	-	-				
