index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	समुच्चितः,11.1	समुच्चितः,11.1	N1	यह					
2.1	वृद्धः	1	वृद्धः	वृद्ध{पुं;1;एक}	वृद्ध{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1	वृद्ध					
3.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	सुप्_समुच्चितः,11.1	सुप्_समुच्चितः,11.1	N1	यह					
4.1	हत-	2	हत-पुत्रः	हत	हत	समासः,4.2	समासः,4.2	CP	हन्1-पुत्र					
4.2	पुत्रः			पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	N1						
5.1	अयम्			इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	समुच्चितः,11.1	समुच्चितः,11.1	N1	यह					
6.1	दुःखितः	3	दुःखितः	दुःखिन्{अव्य;तसिल्}/दुःखित{पुं;1;एक(दुःख1;क्त;दुःख;:चुरादिः)}	दुःखित{पुं;1;एक(दुःख1;क्त;दुःख;:चुरादिः)}	विधेय_विशेषणम्,5.1	विधेय_विशेषणम्,5.1	N1	दुःखी					
7.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	समुच्चितः,11.1	समुच्चितः,11.1	N1	यह					
8.1	जनाधिपः	4	जनाधिपः	जनाधिप{पुं;1;एक}	जनाधिप{पुं;1;एक}	विधेय_विशेषणम्,7	विधेय_विशेषणम्,7	N1	राजा					
9.1	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA	भी					
10.1	पूर्व-	5	पूर्व-राज्ञां	पूर्व	पूर्व	समासः,10.2	समासः,10.2	CP	पूर्व-राजाओं_का					
10.2	राज्ञां			राजन्{पुं;6;बहु}	राजन्{पुं;6;बहु}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6						
11.1	पुत्रः	7	पुत्रः	पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	पुत्र					
12.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	वाक्यकर्म,14.1	वाक्यकर्म,14.1	KP	है					
13.1	इति			इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,14.1	वाक्यकर्म_द्योतकः,14.1	NA	ऐसा					
14.1	कृत्वा	8	कृत्वा	कृ2{अव्य;क्त्वा;कृञ्;:स्वादिः}/कृ3{अव्य;क्त्वा;डुकृञ्;:तनादिः}/कृ1{अव्य;क्त्वा;कृञ्;:भ्वादिः}	कृ1{अव्य;क्त्वा;कृञ्;:भ्वादिः}	पूर्वकालः,17.1	पूर्वकालः,17.1	NA	करके					
15.1	(यूयम्)			युष्मद्{सर्वनाम;1;बहु}	युष्मद्{सर्वनाम;1;बहु}	कर्ता,17.1	कर्ता,17.1	N1	तुम					
16.1	(माम्)			अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,17.1	कर्म,17.1	N2	मुझे					
17.1	अनुजानीत		अनुजानीत	अनु-ज्ञा1{कर्तरि;लोट्;म;बहु;परस्मैपदी;ज्ञा;:क्र्यादिः}	अनु-ज्ञा1{कर्तरि;लोट्;म;बहु;परस्मैपदी;ज्ञा;:क्र्यादिः}	अभिहित_कर्ता,15.1	अभिहित_कर्ता,15.1	KP	जानो					
18.1	.	.	-	-	-	-	-	FS	-					
