index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	कर्म-	1	कर्म-दृष्ट्या	कर्म	कर्म	समासः,1.2	समासः,1.2	CP	कर्म-दृष्टि_से					
1.2	दृष्ट्या			दृष्टि{स्त्री;3;एक}	दृष्टि{स्त्री;3;एक}	करणम्,5.1	करणम्,5.1	N3						
2.1	अथ		अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	और					
3.1	भृत्यान्	2	भृत्यान्	भृत्य{पुं;2;बहु}	भृत्य{पुं;2;बहु}	कर्म,5.1	कर्म,5.1	N2	सेवकों_को					
4.1	त्वम्		त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	तुम					
5.1	वरयेथाः	3	वरयेथाः	वर1{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी;वर;:चुरादिः}/वर1{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;वर;:चुरादिः}	वर1{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी;वर;:चुरादिः}	अभिहित_कर्ता,4.1;सकर्मक	अभिहित_कर्ता,4.1;सकर्मक	KP	इच्छा_करो					
6.1	कुरूद्वह	4	कुरूद्वह	कुरूद्वहः}	कुरूद्वह{पुं,8,एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8						
7.1	कारयेथाः	5	कारयेथाः	कृ2{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;कृञ्;:स्वादिः}/कृ3{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;डुकृञ्;:तनादिः}/कॄ1{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;कॄ;:तुदादिः}/कॄ2{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;कॄञ्;:क्र्यादिः}	कृ2{णिजन्त;कर्तरि;विधिलिङ्;म;एक;आत्मनेपदी;कृञ्;:स्वादिः}	समुच्चितः,5.1	समुच्चितः,5.1	KP						
8.1	च		च	च{अव्य}	च{अव्य}	समुच्चयद्योतकः,5.1	समुच्चयद्योतकः,5.1	NA	और					
9.1	कर्माणि	6	कर्माणि	कर्मन्{नपुं;1;बहु}/कर्मन्{नपुं;2;बहु}/कर्मन्{नपुं;8;बहु}	कर्मन्{नपुं;1;बहु}	कर्म,7.1	कर्म,7.1	N1						
10.1	युक्त-	7	युक्त-अयुक्तैः	युक्त	युक्त	समासः,10.2	समासः,10.2	CP						
10.2	अयुक्तैः			अयुक्त;पुं;3;बहु}/अयुक्त{नपुं;3;बहु}	अयुक्त{पुं;3;बहु}	विशेषणम्,11	विशेषणम्,11	N3						
11.1	अधिष्ठितैः		अधिष्ठितैः	अधिष्ठित{नपुं;3;बहु}	अधिष्ठित{नपुं;3;बहु}	करणम्,7	करणम्,7	N3	स्थित_से					
12.1	.	.	-	-	-	-	-	FS	-					
