index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	धृतराष्ट्रः		धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	धृतराष्ट्र_ने					
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	भी					
3.1	तत्		तत्	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2	उस					
4.1	वाक्यम्		वाक्यम्	वाक्य{नपुं;1;एक}/वाक्य{नपुं;2;एक}	वाक्य{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	वाक्य_को					
5.1	अभिपूज्य		अभिपूज्य	पूज्1{अव्य;ल्यप्;पूजँ;:चुरादिः}	अभि_पूज्1{अव्य;ल्यप्;पूजँ;:चुरादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	पूजा_करके					
6.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	वीप्सा,7.1	वीप्सा,7.1	NA	फिर					
7.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	फिर					
8.1	अमोचयत्		अमोचयत्	मुच्3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;मुचँ;:चुरादिः}/मुच्2{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;मुचॢँ;:तुदादिः}/मुच्3{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;मुचँ;:चुरादिः}	मुच्3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;मुचँ;:चुरादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP	छोडा					
9.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,8.1	कालाधिकरणम्,8.1	NA	तब					
10.1	सर्वाः		सर्वाः	सर्वा{सर्वनाम;स्त्री;1;बहु}/सर्वा{सर्वनाम;स्त्री;2;बहु}	सर्वा{सर्वनाम;स्त्री;2;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	N2	सर्वा_					
11.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	तो					
12.1	प्रकृतीः		प्रकृतीः	प्रकृति{स्त्री;2;बहु}	प्रकृति{स्त्री;2;बहु}	कर्म,8.1	कर्म,8.1	N2	प्रकृति_को					
13.1	शनैः		शनैः	शनैः{अव्य}	शनैः{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	NA	धीरे					
14.1	.	.	-	-	-	-	-	FS	-					
