index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	वानराः	1	वानराः	वानर{पुं;1;बहु}/वानर{पुं;8;बहु}	वानर{पुं;1;बहु}	कर्ता,29.1	कर्ता,29.1	N1	बन्दर					
2.1	पक्षिणः	2	पक्षिणः	पक्षिन्{पुं;1;बहु}/पक्षिन्{पुं;2;बहु}/पक्षिन्{पुं;5;एक}/पक्षिन्{पुं;6;एक}/पक्षिन्{पुं;8;बहु}	पक्षिन्{पुं;1;बहु}	समुच्चितः,1.1	समुच्चितः,1.1	N1	पक्षि					
3.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	समुच्चय_द्योतकः,1.1	NA	और					
4.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही					
5.1	ये	3	ये	यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि}	यद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N1	जो				नित्यसम्बन्धः,21	
6.1	मनुष्य-	4	मनुष्य-अनुसारिणः	मनुष्य	मनुष्य	समासः,6.2	समासः,6.2	CP	मनुष्य-अनु-करने_वाले_से					
6.2	अनुसारिणः			अनुसारिन्{पुं;1;बहु}	अनुसारिन्{पुं;1;बहु}	षष्ठीसम्बन्धः,13.2	षष्ठीसम्बन्धः,13.2	N1						
7.1	सर्वे	5	सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्वा{सर्वनाम;स्त्री;1;द्वि}/सर्वा{सर्वनाम;स्त्री;2;द्वि}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,13.2	विशेषणम्,13.2	N1	सब					
8.1	मन्त्र-	6	मन्त्र-गृहे	मन्त्र-गृह{पुं;7;एक}/गृह{नपुं;8;द्वि}/गृह{नपुं;1;द्वि}/गृह{नपुं;2;द्वि}/गृह{नपुं;7;एक}/गृहा{स्त्री;8;एक}/गृहा{स्त्री;8;द्वि}/गृहा{स्त्री;1;द्वि}/गृहा{स्त्री;2;द्वि}	मन्त्र-	समासः,8.2	समासः,8.2	CP	मन्त्र-गृह_में					
8.2	गृहे				गृह{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7						
9.1	वर्ज्याः	7	वर्ज्या	वर्ज्या{स्त्री;1;एक(वृज्4;यत्;वृजीँ;:चुरादिः)}	वर्ज्य{पुं;1;बहु{कृदन्त}({कृत्_धातु वृज्4} यत्{धातुः वृजीँ} चुरादिः)}	विधेय_विशेषणम्,13.2	विधेय_विशेषणम्,13.2	N1	वर्ज्य					
10.1	ये	8	ये	यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि}	यद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,13.2	विशेषणम्,13.2	N1	जो				नित्यसम्बन्धः,21	
11.1	च	9	च	च{अव्य}	च{अव्य}	सम्बन्धः,14.2	सम्बन्धः,14.2	NA	और					
12.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,14.2	सम्बन्धः,14.2	NA	भी					
13.1	जड-	10	जड-पङ्गुकाः	जड	जड	समासः,13.2	समासः,13.2	CP	जड-लंगडे					
13.2	पङ्गुकाः			पङ्गु{क;पुं;1;बहु}	पङ्गु{क;पुं;1;बहु}	कर्ता,30.1	कर्ता,30.1	N1						
14.1	मन्त्र-	1	मन्त्र-भेदे	मन्त्र	मन्त्र	समासः,14.2	समासः,14.2	CP	मन्त्र-भेद_में					
14.2	भेदे			भेद{पुं;7;एक}	भेद{पुं;7;एक}	अधिकरणम्,18.1	अधिकरणम्,18.1	N7						
15.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,14.2	सम्बन्धः,14.2	NA	हि					
16.1	ये	3	ये	यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि}	यद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,17.1	विशेषणम्,17.1	N1	जिन				नित्यसम्बन्धः,21	
17.1	दोषाः	4	दोषा	दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु}	दोषा{स्त्री;1;बहु}	कर्ता,18.1	कर्ता,18.1	N1	रातें					
18.1	भवन्ति	5	भवन्ति	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;:भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,17.1;अकर्मकः	अभिहित_कर्ता,17.1;अकर्मकः	KP	होतीं_हैं					
19.1	पृथिवी-	6	पृथिवी-क्षिताम्	पृथिवी	पृथिवी	सम्बन्धः,19.2	सम्बन्धः,19.2	CP	पृथ्वी-स्पष्ट_बोली_हुई					
19.2	क्षिताम्			क्षिता{पुं;6;बहु}	क्षिता{पुं;6;बहु}	षष्ठीसम्बन्धः,14.2	षष्ठीसम्बन्धः,14.2	N6						
20.1	न	7	न	न{अव्य}	न{अव्य}	प्रतिषेधः,22.1	प्रतिषेधः,22.1	NA	नहीं					
21.1	ते	8	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	कर्म,23.1	कर्म,23.1	N1	उनको					
22.1	शक्याः	9	शक्याः	शक्3{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;शकॢँ;:स्वादिः}/शक्य{पुं;8;बहु}/शक्य{पुं;1;बहु(शक्3;यत्;शकॢँ;:स्वादिः)}/शक्या{स्त्री;1;बहु(शक्3;यत्;शकॢँ;:स्वादिः)}/शक्या{स्त्री;2;बहु(शक्3;यत्;शकॢँ;:स्वादिः)}	शक्या{स्त्री;1;बहु(शक्3;यत्;शकॢँ;:स्वादिः)}	कर्म,28.1	कर्म,28.1	N1	शक्य					
23.1	समाधातुम्	10	समाधातुम्	धा1{अव्य;तुमुन्;डुधाञ्;:जुहोत्यादिः}	सम्_आङ्_धा1{अव्य;तुमुन्;डुधाञ्;:जुहोत्यादिः}	सहायकक्रिया,22.1	सहायकक्रिया,22.1	KP	समाधान_करनेँके_लिये					
24.1	कथंचित्	11	कथंचित्	कथञ्चित्{अव्य}	कथञ्चित्{अव्य}	क्रियाविशेषणम्,23.1	क्रियाविशेषणम्,23.1	NA	किसी_तरह_से_हो					
25.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,28.1	वाक्यकर्म_द्योतकः,28.1	NA	ऐसा					
26.1	मे	12	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,27.1	षष्ठीसम्बन्धः,27.1	N6	मेरा					
27.1	मतिः	13	मतिः	मति{स्त्री;1;एक}	मति{स्त्री;1;एक}	कर्ता,28.1	कर्ता,28.1	N1						
28.1	(अस्ति)					अभिहित_कर्ता,27.1;अकर्मकः	अभिहित_कर्ता,27.1;अकर्मकः	KP						
29.1	(सन्ति)					अभिहित_कर्ता,1.1;अकर्मकः	अभिहित_कर्ता,1.1;अकर्मकः	KP						
30.1	(सन्ति)					अभिहित_कर्ता,13.2;अकर्मकः	अभिहित_कर्ता,13.2;अकर्मकः	KP						
31.1	.	.	-	-	-	-	-	FS	-					
