index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अनेन	2	अनेन	इदम्{सर्वनाम;पुं;3;एक}/इदम्{सर्वनाम;नपुं;3;एक}/अन{पुं;3;एक}	इदम्{सर्वनाम;नपुं;3;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N3	इस					
2.1	वयसा		वयसा	वयस्{नपुं;3;एक}	वयस्{नपुं;3;एक}	हेतुः,5.1	हेतुः,5.1	N3	आयु_से					
3.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,5.1;कर्ता,12.1	कर्ता,5.1;कर्ता,12.1	N1	मैं					
4.1	श्रान्तः	1	श्रान्तः	श्रात्{पुं;1;बहु(श्रा2;शतृ_लट्;श्रा;:अदादिः)}/श्रान्त{पुं;1;एक}	श्रान्त{पुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	N1						
5.1	अस्मि		अस्मि	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;:अदादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	हूँ					
6.1	अनघाः		अनघाः	अनघा{स्त्री;1;बहु}/अनघा{स्त्री;2;बहु}	अनघा{पुं;8;बहु}	सम्बोध्यः,12.1	सम्बोध्यः,12.1	N8	अनघायें					
7.1	तथा	3	तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	वैसे					
8.1	पुत्र-	4	पुत्र-विना-कृतः	पुत्र	पुत्र	समासः,8.2	समासः,8.2	CP	पुत्र-विना-निर्मित					
8.2	विना-			विना	विना	समासः,8.3	समासः,8.3	CP						
8.3	कृतः			कृत{पुं;1;एक}	कृत{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1						
9.1	उपवास-	5	उपवास-कृशः	उपवास	उपवास	समासः,9.2	समासः,9.2	CP						
9.2	कृशः			कृश{पुं;1;एक}	कृश{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1						
10.1	गान्धारी-		गान्धारी-सहितः	गान्धारी	गान्धारी	समासः,10.2	समासः,10.2	CP	गान्धारी-साथ					
10.2	सहितः			सहित{पुं;1;एक}	सहित{पुं;1;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N1						
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA	और					
12.1	अस्मि		अस्मि	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;:अदादिः}	अभिहित_कर्ता,10.2	अभिहित_कर्ता,10.2	KP	हूँ					
13.1	.	.	-	-	-	-	-	FS	-					
