index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	क्रतुभिः	1	क्रतुभिः	क्रतु{पुं;3;बहु}	क्रतु{पुं;3;बहु}	करणम्,5.1	करणम्,5.1	N3	क्रतुओं_से					
2.1	दक्षिणावद्भिः		दक्षिणावद्भिः	दक्षिणा{मतुप्;पुं;3;बहु}/दक्षिणा{मतुप्;नपुं;3;बहु}	दक्षिण{मतुप्;पुं;3;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N3	दक्षिणों_से					
3.1	अन्न-		अन्न-पर्वत-शोभितैः	अन्न-	अन्न-	T6,3.2	T6,3.2	CP	अन्न-पर्वत-अलंकृत					
3.2	पर्वत-			पर्वत-	पर्वत-	T6,3.3	T6,3.3	CP						
3.3	शोभितैः			शोभित{पुं;3;बहु}/शोभित{नपुं;3;बहु}	शोभित{पुं;3;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N3						
4.1	महद्भिः	2	महद्भिः	महत्{नपुं;3;बहु}/महत्{पुं;3;बहु}	महत्{पुं;3;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N3	महानों_से					
5.1	इष्टम्		इष्टं	इष्ट{नपुं;1;एक}/इष्ट{नपुं;2;एक}/इष्ट{पुं;2;एक(इष्2;क्त;इषुँ;:तुदादिः)}/इष्ट{नपुं;1;एक(इष्2;क्त;इषुँ;:तुदादिः)}/इष्ट{नपुं;2;एक(इष्2;क्त;इषुँ;:तुदादिः)}/इष्ट{पुं;2;एक(यज्1;क्त;यजँ;:भ्वादिः)}/इष्ट{नपुं;1;एक(यज्1;क्त;यजँ;:भ्वादिः)}/इष्ट{नपुं;2;एक(यज्1;क्त;यजँ;:भ्वादिः)}	इष्ट{नपुं;1;एक(यज्1;क्त;यजँ;:भ्वादिः)}	अभिहित_भाव,0;सकर्मकः	अभिहित_भाव,0;सकर्मकः	N1	इच्छा					
6.1	भोगाः	3	भोगाः	भोग{पुं;1;बहु}/भोग{पुं;8;बहु}	भोग{पुं;1;बहु}	कर्म,8.1	कर्म,8.1	N1	भोग					
7.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1	NA	और					
8.1	भुक्ताः	4	भुक्ताः	भुक्त{पुं;1;बहु}/भुक्त{पुं;8;बहु}	भुक्त{पुं;1;बहु}	अभिहितकर्म,6.1;विधेय_विशेषणम्,6.1	अभिहितकर्म,6.1;विधेय_विशेषणम्,6.1	N1	भोगे					
9.1	पुत्राः	5	पुत्राः	पुत्र{पुं;1;बहु}/पुत्र{पुं;8;बहु}	पुत्र{पुं;1;बहु}	कर्म,11.1	कर्म,11.1	N1	पुत्र					
10.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	और					
11.1	पालिताः	6	पालिताः	पालि{तल्;स्त्री;1;बहु}/पालि{तल्;स्त्री;2;बहु}/पालित{पुं;1;बहु(पाल्1;क्त;पालँ;:चुरादिः)}/पालिता{स्त्री;1;बहु(पाल्1;क्त;पालँ;:चुरादिः)}/पालिता{स्त्री;2;बहु(पाल्1;क्त;पालँ;:चुरादिः)}	पालित{पुं;1;बहु(पाल्1;क्त;पालँ;:चुरादिः)}	अभिहितकर्म,9.1;विधेय_विशेषणम्,9.1	अभिहितकर्म,9.1;विधेय_विशेषणम्,9.1	N1	पालित					
12.1	अनेन		अनेन			कर्ता,5.1;कर्ता,8.1;कर्ता,11.1	कर्ता,5.1;कर्ता,8.1;कर्ता,11.1	N3						
12.1	.	.	-	-	-	-	-	FS	-					
