index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	शोक-	7	शोक-सन्तप्ताः	शोक	शोक	समासः,1.2	समासः,1.2	CP	शोक-पश्चताप_किया_हुआ					
1.2	सन्तप्ताः			सन्तप्त{पुं;1;बहु}/सन्तप्ता{स्त्री;1;बहु(तप्1;क्त;तपँ;:भ्वादिः)}/सन्तप्ता{स्त्री;2;बहु(तप्1;क्त;तपँ;:भ्वादिः)}	सन्तप्ता{पुं;1;बहु(तप्1;क्त;तपँ;:भ्वादिः)}	विशेषणम्,2.1	विशेषणम्,2.1	N1						
2.1	ते	5	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	कर्ता,11.1	कर्ता,11.1	N1	तुम्हारे					
3.1	उत्तरीयैः	1	उत्तरीयैः	उत्तरीय{नपुं;3;बहु}	उत्तरीय{नपुं;3;बहु}	समुच्चितः,5.1	समुच्चितः,5.1	N3	उत्तरीयों_से					
4.1	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1	NA	और					
5.1	करैः	2	करैः	कर{पुं;3;बहु}	कर{पुं;3;बहु}	करणम्,8.1	करणम्,8.1	N3	हाथों_से					
6.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	भी					
7.1	वदनानि	4	वदनानि	वदन{नपुं;1;बहु}/वदन{नपुं;2;बहु}/वदन{नपुं;1;बहु(वद्1;ल्युट्;वदँ;:भ्वादिः)}/वदन{नपुं;2;बहु(वद्1;ल्युट्;वदँ;:भ्वादिः)}	वदन{नपुं;2;बहु(वद्1;ल्युट्;वदँ;:भ्वादिः)}	कर्म,8.1	कर्म,8.1	N2	शरीरों_को					
8.1	सञ्छाद्य	3	सञ्छाद्य	सन्_छद्1{अव्य;ल्यप्;छदँ;:चुरादिः}	सन्_छद्1{अव्य;ल्यप्;छदँ;:चुरादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA	चक्कर_खा_कर					
9.1	मुहूर्तम्	8	मुहूर्तं	मुहूर्त{पुं;2;एक}	मुहूर्त{पुं;2;एक}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	N2	मुहूर्त					
10.1	पितृ-	9	पितृ-मातृवत्	पितृ	पितृ	समासः,10.2	समासः,10.2	CP	पितृ-मातृ-वत्					
10.2	मातृवत्			मातृ{अव्य;वत्}	मातृ{अव्य;वत्}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	NA						
11.1	रुरुदुः	6	रुरुदुः	रुद्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;रुदिँर्;:अदादिः}	रुद्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;रुदिँर्;:अदादिः}	अभिहित_कर्ता,2.1;सकर्मक	अभिहित_कर्ता,2.1;सकर्मक	KP	रुद्1_प्प्_स्क्या					
12.1	.	.	-	-	-	-	-	FS	-	-				
