index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ददातु	1	ददातु	दा3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;डुदाञ्;जुहोत्यादिः}	दा3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;डुदाञ्;जुहोत्यादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP	देना चहिये					
2.1	राजा	2	राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	राजा					
3.1	विप्रेभ्यः	3	विप्रेभ्यः	विप्र{पुं;4;बहु}/विप्र<वर्गः:ना>{पुं;5;बहु}	विप्र{पुं;4;बहु}	सम्प्रदानम्,1.1	सम्प्रदानम्,1.1	N4	ब्राह्मणों को 					
4.1	यथेष्टं	4	यथेष्टं	यथेष्ट{पुं;2;एक}/यथेष्ट<वर्गः:ना>{नपुं;1;एक}/यथेष्ट<वर्गः:ना>{नपुं;2;एक}	यथेष्ट{पुं;2;एक}	क्रियाविशेषणम्,1.1	क्रियाविशेषणम्,1.1	N2	इच्छानुसार्					
5.1	क्रियतां	5	क्रियतां	कृ2{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;कृञ्;स्वादिः}	कृ2{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;कृञ्;स्वादिः}	अभिहित_कर्म,6.1	अभिहित_कर्म,6.1	KP	करना चहिये					
6.1	व्ययः	6	व्ययः	व्यय{पुं;1;एक}	व्यय{पुं;1;एक}	कर्म,5.1	कर्म,5.1	N1	खर्च					
7.1	पुत्राणां	7	पुत्राणां	पुत्र{पुं;6;बहु}	पुत्र{पुं;6;बहु}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	N6	पुत्रों_का					
8.1	सुहृदां	8	सुहृदां	सुहृद्{पुं;6;बहु}/सुहृद्<वर्गः:ना>{स्त्री;6;बहु}	सुहृद्{पुं;6;बहु}	समुच्चितः,7.1	समुच्चितः,7.1	N6	मित्रों_के					
9.1	च	9	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.1	समुच्चय_द्योतकः,7.1	NA						
10.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	और_भी					
11.1	गच्छतु	10	गच्छतु	गम्1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;गमॢँ;भ्वादिः}	गम्1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;गमॢँ;भ्वादिः}	अभिहित_कर्म,10.1	अभिहित_कर्म,10.1	KP	मुक्त् होना चहिये					
12.1	अनृण्यम्		अनृण्यम्	ॠणम्{नपुं;1;एक}	ॠणम्{नपुं;1;एक}	कर्म,11.1	कर्म,11.1	N1	ॠणम् से					
13.1	अद्य		अद्य	अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	NA	आज					
14.1	सः	11	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1	वह					
15.1	.	.	-	-	-	-	-	FS	-	-				
