index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	विहार-	1	विहार-यात्रासु	विहार	विहार	T6,1.2	T6,1.2	CP						
1.2	यात्रासु			यात्रा{स्त्री;7;बहु}	यात्रा{स्त्री;7;बहु}	कालाधिकरणम्,8.1	कालाधिकरणम्,8.1	N7						
2.1	पुनः	2	पुनः	पुनः{अव्य}	पुनः{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	फिर					
3.1	कुरुराजः	3	कुरुराजो	कुरुराज{पुं;1;एक}	कुरुराज{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	कुरु-रा					
4.1	युधिष्ठिरः	4	युधिष्ठिरः	युधिष्ठिर{पुं;1;एक}	युधिष्ठिर{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	युधिष्ठिर					
5.1	सर्वान्	5	सर्वान्	सर्व{सर्वनाम;पुं;2;बहु}	सर्व{सर्वनाम;पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2	सब_को					
6.1	कामान्		कामान्	काम{पुं;2;बहु}	काम{पुं;2;बहु}	कर्म,8.1	कर्म,8.1	N2	काम_को					
7.1	महातेजाः		महातेजाः	महातेजस्{पुं;1;एक}	महातेजस्{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	महातेजस्					
8.1	प्रददौ	6	प्रददौ	प्र_दा3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुदाञ्;:जुहोत्यादिः}/प्र_दा3{कर्तरि;लिट्;उ;एक;परस्मैपदी;डुदाञ्;:जुहोत्यादिः}	प्र_दा3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;डुदाञ्;:जुहोत्यादिः}	अभिहित_कर्ता,4.1;सकर्मक	अभिहित_कर्ता,4.1;सकर्मक	KP	दिया					
9.1	अम्बिकासुते(अम्बिकासुताय)		अम्बिकासुते	अम्बिकासुत{पुं;4;एक}	अम्बिकासुत{पुं;4;एक}	सम्प्रदानम्,8.1	सम्प्रदानम्,8.1	N4	अम्बिकासुत_में					
10.1	.	.	-	-	-	-	-	FS	-					
