index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	त्वम्	1	त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	तुम					
2.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	हि					
3.1	धर्म-	3	धर्म-भृताम्	धर्म	धर्म	समासः,3.2	समासः,3.2	CP	धर्म-भरण_करने_वाली_को					
3.2	भृताम्			भृत्{पुं;6;एक}	भृत्{पुं;6;एक}	निर्धारणम्,4.1	निर्धारणम्,4.1	N6						
4.1	श्रेष्ठः	4	श्रेष्ठः	श्रेष्ठ{पुं;1;एक}	श्रेष्ठ{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1	श्रेष्ठ					
5.1	सततम्	5	सततम्	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सतत{पुं;1;एक}	विशेषणम्,6.2	विशेषणम्,6.2	N1						
6.1	धर्म-	6	धर्म-वत्सलः	धर्म	धर्म	समासः,6.2	समासः,6.2	CP	धर्म-घास_से_प्रज्वलित_अग्नि					
6.2	वत्सलः			वत्सल{पुं;1;एक}	वत्सल{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1						
7.1	प्राण-	9	प्राण-भृताम्	प्राण	प्राण	समासः,7.2	समासः,7.2	CP	प्राण-भरण_करने_वाली_को					
7.2	भृताम्			भृत्{पुं;6;एक}	भृत्{पुं;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6						
8.1	गुरुः	8	गुरुः	गुरु{पुं;1;एक}	गुरु{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1	गुरु					
9.1	राजा	7	राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1	राजा					
10.1	तस्मात्	10	तस्मात्	तद्{सर्वनाम;पुं;5;एक}/तद्{सर्वनाम;नपुं;5;एक}	तद्{सर्वनाम;नपुं;5;एक}	हेतुः,13;सम्बन्धः,14.1	हेतुः,13;सम्बन्धः,14.1	N5	उससे					
11.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	मैं					
12.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	कर्म,13.1	कर्म,13.1	N2	यह					
13.1	ब्रवीमि		ब्रवीमि	ब्रू1{कर्तरि;लट्;उ;एक;परस्मैपदी;ब्रूञ्;:अदादिः}	ब्रू1{कर्तरि;लट्;उ;एक;परस्मैपदी;ब्रूञ्;:अदादिः}	अभिहित_कर्ता,11.1;सकर्मक	अभिहित_कर्ता,11.1;सकर्मक	KP	कहता_हूँ					
14.1	(असि)					अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP						
15.1	.	.	-	-	-	-	-	FS	-					
