index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	युधिष्ठिरस्य	1	युधिष्ठिरस्य	युधिष्ठिर{पुं;6;एक}	युधिष्ठिर{पुं;6;एक}	समुच्चितः,3.2	समुच्चितः,3.2	N6	युधिष्ठिर_के					
2.1	नृपतेः	2	नृपतेः	नृपति{पुं;5;एक}/नृपति{पुं;6;एक}	नृपति{पुं;6;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N6	राजा_के					
3.1	दुर्योधन-		दुर्योधन-पितुः	दुर्योधन	दुर्योधन	T6,3.2	T6,3.2	CP	दुर्योधन-पितृ_के					
3.2	पितुः			पितृ{पुं;5;एक}/पितृ{पुं;6;एक}/पितृ{नपुं;5;एक}/पितृ{नपुं;6;एक}/पितृ{स्त्री;5;एक}/पितृ{स्त्री;6;एक}	पितृ{स्त्री;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6						
4.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,3.2	समुच्चय_द्योतकः,3.2	NA	वैसे					
5.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,7.1	प्रतिषेधः,7.1	NA	नहीं					
6.1	अन्तरम्	3	नान्तरं	अन्तर{पुं;2;एक}/अन्तर{नपुं;1;एक}/अन्तर{नपुं;2;एक}/अन्तर{सर्वनाम;पुं;2;एक}/अन्तर{सर्वनाम;नपुं;1;एक}/अन्तर{सर्वनाम;नपुं;2;एक}	अन्तर{सर्वनाम;नपुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	अन्तरकी					
7.1	ददृशुः	4	ददृशू	दृश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दृशिँर्;:भ्वादिः}	दृश्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;दृशिँर्;:भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP	देखा					
8.1	राजन्	5	राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;राजृँ;:भ्वादिः)}	राजन्{पुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	राजा					
9.1	पुरुषाः		पुरुषाः	पुरुष{पुं;1;बहु}/पुरुष{पुं;8;बहु}	पुरुष{पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1	पुरुषों_ने					
10.1	प्रणयम्	6	प्रणयम्	प्रणय{पुं;2;एक}	प्रणय{पुं;2;एक}	सन्दर्भ_बिन्दुः,6.1	सन्दर्भ_बिन्दुः,6.1	N2	विवाह_करने_का					
11.1	प्रति	7	प्रति	प्रति{अव्य}	प्रति{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ओर					
12.1	.	.	-	-	-	-	-	FS	-					
