index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ब्राह्मणानाम्	1	ब्राह्मणानाम्	ब्राह्मण{पुं;6;बहु}/ब्राह्मणा{स्त्री;6;बहु}	ब्राह्मणा{स्त्री;6;बहु}	समुच्चितः,8.2	समुच्चितः,8.2	N6	ब्राह्मणियों_का					
2.1	च	2	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.2	समुच्चय_द्योतकः,8.2	NA	और					
3.1	वृद्धानाम्	3	वृद्धानाम्	वृद्ध{पुं;6;बहु}/वृद्ध{नपुं;6;बहु}/वृद्धा{स्त्री;6;बहु}	वृद्धा{स्त्री;6;बहु}	समुच्चितः,8.2	समुच्चितः,8.2	N6	वृद्धा					
4.1	क्षत्रियाणाम्	4	क्षत्रियाणाम्	क्षत्रिय{पुं;6;बहु}/क्षत्रिया{स्त्री;6;बहु}	क्षत्रिया{स्त्री;6;बहु}	समुच्चितः,8.2	समुच्चितः,8.2	N6	क्षत्रियाओं_का					
5.1	च	5	च	च{अव्य}	च{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	और					
6.1	भारत	6	भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,9.1	सम्बोध्यः,9.1	N8	भारत					
7.1	तथा	7	तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,8.2	सम्बन्धः,8.2	NA	वैसे					
8.1	विट्शूद्र-	8	विट्शूद्र-सङ्घानाम्	विट्शूद्र	विट्शूद्र 	T6,8.2	T6,8.2	CP	विट्शूद्र-सङ्घाओं_का					
8.2	सङ्घानाम्			सङ्घ{पुं;6;बहु}/सङ्घ{नपुं;6;बहु}/सङ्घा{स्त्री;6;बहु}	सङ्घा{स्त्री;6;बहु}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6						
9.1	अभवत्		अभवत्	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,10.1	अभिहित_कर्ता,10.1	KP	हुआ					
10.1	सुप्रियः		सुप्रियः	सुप्रिय{पुं;1;एक}	सुप्रिय{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	प्रिय					
11.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,9.1	कालाधिकरणम्,9.1	NA	तब					
12.1	.	.	-	-	-	-	-	FS	-					
