index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अम्बिका-		अम्बिका-सुतः	अम्बिका	अम्बिका	T6,1.2	T6,1.2	CP	पुत्र-पुत्र					
1.2	सुतः			सुतः{पुं;1;एक}	सुतः{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1						
2.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	राजा					
3.1	धृतराष्ट्रः	6	धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1						
4.1	सद्-	2	सद्-वृत्तिम्	सद्	सद्	K1,4.2	K1,4.2	CP	सद्-वृत्ति_को					
4.2	वृत्तिम्			वृत्ति{स्त्री;2;एक}/वृत्ति{पुं;2;एक}	वृत्ति{पुं;2;एक}	कर्म,5.1	कर्म,5.1	N2						
5.1	वर्तमानेषु	1	वर्तमानेषु	वर्तमान{पुं;7;बहु(वृत्1;शानच्_लट्;कर्तरि;वृतुँ;:भ्वादिः)}/वर्तमान{नपुं;7;बहु(वृत्1;शानच्_लट्;कर्तरि;वृतुँ;:भ्वादिः)}	वर्तमान{नपुं;7;बहु(वृत्1;शानच्_लट्;कर्तरि;वृतुँ;:भ्वादिः)}	भावलक्षणसप्तमी,9.1	भावलक्षणसप्तमी,9.1	N7	वर्तमान_में					
6.1	महात्मसु	4	महात्मसु	महात्मन्{पुं;7;बहु}/महात्मन्{नपुं;7;बहु}	महात्मन्{नपुं;7;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N7	महात्माओं_में					
7.1	पाण्डवेषु	3	पाण्डवेषु	पाण्डव{पुं;7;बहु}/पाण्डव{नपुं;7;बहु}	पाण्डव{नपुं;7;बहु}	कर्ता,5.1	कर्ता,5.1	N7	पाण्डवों_में					
8.1	प्रीतिमान्	5	प्रीतिमान्	प्री{अव्य;तसिल्}/प्रीत{पुं;1;एक(प्री1;क्त;प्रीङ्;:दिवादिः)}/प्रीत{पुं;1;एक(प्री2;क्त;प्रीञ्;:क्र्यादिः)}	प्रीति{मतुप्;पुं;1;एक{तद्धित}}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	N1	प्रसन्न					
9.1	अभवत्		अभवत्	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक	अभिहित_कर्ता,3.1;सकर्मक	KP	हुआ					
10.1	.	.	-	-	-	-	-	FS	-					
