index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तात	6	तात	तात{पुं;8;एक}	तात{पुं;8;एक}	सम्बोध्यः,10.1	सम्बोध्यः,10.1	N8	पिता					
2.1	कुरु-	3	कुरु-श्रेष्ठ	कुरु	कुरु	समासः,2.2	समासः,2.2	CP	कुरु-श्रेष्ठ					
2.2	श्रेष्ठ			श्रेष्ठ{पुं;8;एक}/श्रेष्ठ{नपुं;8;एक}	श्रेष्ठ{पुं;8;एक}	सम्बोध्यः,10.1	सम्बोध्यः,10.1	N8						
3.1	त्वया	2	त्वया	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	कर्ता,10.1	कर्ता,10.1	N3	तुमसे					
4.1	उभयोः		उभयोः	उभ{सर्वनाम;पुं;6;द्वि}/उभ{सर्वनाम;नपुं;6;द्वि}/उभा{सर्वनाम;स्त्री;6;द्वि}/उभ{सर्वनाम;पुं;7;द्वि}/उभ{सर्वनाम;नपुं;7;द्वि}/उभा{सर्वनाम;स्त्री;7;द्वि}	उभ{सर्वनाम;पुं;6;द्वि}	विशेषणम्,5.1	विशेषणम्,5.1	N6	दोनों_					
5.1	लोकयोः		लोकयोः	लोक{पुं;6;द्वि}/लोक{पुं;7;द्वि}	लोक{पुं;6;द्वि}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	लोक_की					
6.1	प्राप्तये	7	प्राप्तये	प्राप्ति{स्त्री;4;एक}	प्राप्ति{स्त्री;4;एक}	प्रयोजनम्,10.1	प्रयोजनम्,10.1	N4	प्राप्ति_के_लिये					
7.1	नित्यम्	8	नित्यम्	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;1;एक}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	N1	नित्य					
8.1	प्रजा-	5	प्रजा-हितम्	प्रजा	प्रजा	समासः,2.2	समासः,2.2	CP	प्रजा-हित					
8.2	हितम्			हित{नपुं;1;एक(प्रजा-हि1;क्त;हि;:स्वादिः)}	हित{नपुं;1;एक(हि1;क्त;हि;:स्वादिः)}	कर्म,10.1	कर्म,10.1	N1						
9.1	एवम्	1	एवं	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA	ऐसा					
10.1	वर्तितव्यम्	4	वर्तितव्यम्	वर्तितव्य{पुं;2;एक(वृत्1;तव्यत्;वृतुँ;:भ्वादिः)}/वर्तितव्य{नपुं;1;एक(वृत्1;तव्यत्;वृतुँ;:भ्वादिः)}/वर्तितव्य{नपुं;2;एक(वृत्1;तव्यत्;वृतुँ;:भ्वादिः)}/वर्तितव्य{पुं;2;एक(वृत्2;तव्यत्;वृतुँ;:दिवादिः)}/वर्तितव्य{नपुं;1;एक(वृत्2;तव्यत्;वृतुँ;:दिवादिः)}/वर्तितव्य{नपुं;2;एक(वृत्2;तव्यत्;वृतुँ;:दिवादिः)}	वर्तितव्य{नपुं;1;एक(वृत्1;तव्यत्;वृतुँ;:भ्वादिः)}	अभिहित_कर्म,8.1	अभिहित_कर्म,8.1	N1						
11.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	ही					
12.1	च	9	च	च{अव्य}	च{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	भी					
13.1	.	.	-	-	-	-	-	FS	-					
