index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अन्ववर्तत	1	अन्ववर्तत	अनु_वृत्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	अनु_वृत्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;वृतुँ;:भ्वादिः}	प्रतियोगी,13.1;अभिहित_कर्ता,2.1;सकर्मक	प्रतियोगी,13.1;अभिहित_कर्ता,2.1;सकर्मक	KP	आरम्भ_किया					
2.1	भीमः	2	भीमः	भीम{पुं;1;एक}	भीम{पुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	भीम_ने					
3.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी					
4.1	निष्टनन्(निष्चितः)	3	निष्चितः	निष्चितः{पुं;1;एक}	निष्चितः{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1	निष्टनन्-धर्म					
4.2	धर्मजम्		धर्मजम्	धर्मज{पुं;2;एक}	धर्मज{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2						
5.1	नृपम्	4	नृपम्	नृप{पुं;2;एक}	नृप{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	राजा_को					
6.1	धृतराष्ट्रम्	5	धृतराष्ट्रम्	धृतराष्ट्र{पुं;2;एक}	धृतराष्ट्र{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	धृतराष्ट्र					
7.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	और					
8.1	सम्प्रेक्ष्य	7	सम्प्रेक्ष्य	सम्_प्र_ईक्ष्1{अव्य;ल्यप्;ईक्षँ;:भ्वादिः}	सम्_प्र_ईक्ष्1{अव्य;ल्यप्;ईक्षँ;:भ्वादिः}	पूर्वकालः,1.1	पूर्वकालः,1.1	NA	अच्छी_तरह_से_देख_कर					
9.1	सदा	8	सदा	सदा{अव्य}	सदा{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA	हमेशा					
10.1	भवति	9	भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,12.1;सकर्मक	अभिहित_कर्ता,12.1;सकर्मक	KP	आपमें					
11.1	दुर्मनाः	10	दुर्मनाः	दुर्मनस्{पुं;1;एक}	दुर्मनस्{पुं;1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	खिन्नमनस्क					
12.1	(भीमः)			भीम{पुं;1;एक}	भीम{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	भीम_ने					
13.1	(यद्यपि)					नित्यसम्बन्धः,14.1	नित्यसम्बन्धः,14.1	NA						
14.1	(तथापि)					अनुयोगी,10.1	अनुयोगी,10.1	NA						
15.1	.	.	-	-	-	-	-	FS	-					
