index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततः	ततः{अव्य}	ततः{अव्य}	कालाधिकरणम्,7.1	कालाधिकरणम्,7.1	NA	वहाँ_से					
2.1	सः	2	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	उस					
3.1	धीमान्	4	धीमान्	धीमत्{पुं;1;एक}	धीमत्{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	बुद्धिमान्					
4.1	युधिष्ठिरः	5	युधिष्ठिरः	युधिष्ठिर{पुं;1;एक}	युधिष्ठिर{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	युधिष्ठिर_ने					
5.1	विदुरम्	3	विदुरं	विदुर{पुं;2;एक}	विदुर{पुं;2;एक}	गौणकर्म,7.1	गौणकर्म,7.1	N2	बुद्धिमान_को					
6.1	वाक्यम्		वाक्यम्	वाक्य{नपुं;1;एक}/वाक्य{नपुं;2;एक}	वाक्य{नपुं;2;एक}	मुख्यकर्म,7.1	मुख्यकर्म,7.1	N2	वाक्य_को					
7.1	आह		आह	ब्रू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	ब्रू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	अभिहित_कर्ता,4.1;सकर्मक	अभिहित_कर्ता,4.1;सकर्मक	KP	कहा					
8.1	सः	9	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	वह					
9.1	नृपतिः	10	नृपतिः	नृपति{पुं;1;एक}	नृपति{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	राजा					
10.1	भीमसेने	7	भीमसेने	भीमसेन{पुं;7;एक}	भीमसेन{पुं;7;एक}	विषयाधिकरणम्,14.1	विषयाधिकरणम्,14.1	N7	भीमसेन_में					
11.1	कोपम्	8	कोपं	कोप{पुं;2;एक}	कोप{पुं;2;एक}	कर्म,12.1	कर्म,12.1	N2	क्रोध					
12.1	कर्तुम्	11	कर्तुम्	कृ3{अव्य;तुमुन्;डुकृञ्;तनादिः}	कृ3{अव्य;तुमुन्;डुकृञ्;तनादिः}	प्रयोजनम्,14.1	प्रयोजनम्,14.1	KP	कर					
13.1	न	6	न	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	नहीं					
14.1	अर्हति		अर्हति	अर्ह्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अर्हँ;चुरादिः}/अर्ह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अर्हँ;भ्वादिः}	अर्ह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अर्हँ;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP	योग्य_होता_है					
15.1	.	.	-	-	-	-	-	FS	-					
