index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सागर-	5	सागर-मेखला	सागर	सागर	समासः,1.2	समासः,1.2	CP	समुद्र-मेखला					
1.2	मेखला			मेखला{स्त्री;1;एक}	मेखला{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1						
2.1	इयम्	1	इयम्	इदम्{सर्वनाम;स्त्री;1;एक}	इदम्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	यह					
3.1	मही	4	मही	मही{स्त्री;1;एक}	मही{स्त्री;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	पृथ्वी					
4.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	हि					
5.1	वसु-	3	वसु-सम्पूर्णा	वसु	वसु	समासः,5.2	समासः,5.2	CP	धन-संपूर्ण					
5.2	सम्पूर्णा			सम्पूर्णा{स्त्री;1;एक}	सम्पूर्णा{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1						
6.1	भवता	6	भवता	भवत्{सर्वनाम;पुं;3;एक}/भवत्{पुं;3;एक}	भवत्{पुं;3;एक}	कर्ता,7.1	कर्ता,7.1	N3	आपके_द्वारा					
7.1	विप्रहीनस्य	7	विप्रहीणस्य	विप्र-हीन{पुं;6;एक(विप्र-हा2;क्त;ओँहाक्;:जुहोत्यादिः)}	विप्र-हीन{पुं;6;एक(विप्र-हा2;क्त;ओँहाक्;:जुहोत्यादिः)}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	ब्राह्मण-हीन					
8.1	मे	9	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;4;एक}	सम्प्रदानम्,11	सम्प्रदानम्,11	N4	मेरा					
9.1	प्रीतिकरी	10	प्रीतिकरी	कर्मकारिन्{पुं;1;एक}	प्रीतिकरिन्{पुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	N1						
10.1	न	8	न	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,11.1	NA	नहीं					
11.1	भवेत्	11	भवेत्	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,3.1;अकर्मक	अभिहित_कर्ता,3.1;अकर्मक	KP	हो					
12.1	.	.	-	-	-	-	-	FS	-	-				
