index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	ततः	1	ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	वहाँ_से					
2.1	धृतराष्ट्रः	3	धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	धृतराष्ट्र					
3.1	अत्यर्थम्		अत्यर्थम्	अत्यर्थ{नपुं;1;एक}/अत्यर्थ{नपुं;2;एक}	अत्यर्थ{नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	अत्यर्थ					
4.1	भृशम्	7	भृशम्	भृशम्{अव्य}/भृश{नपुं;1;एक}/भृश{नपुं;2;एक}	भृशम्{नपुं;2;एक}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	N2						
5.1	बाष्पसन्दिग्धम्	5	बाष्पसन्दिग्धम्	बाष्पसन्दिग्ध{पुं;2;एक}/बाष्पसन्दिग्ध{नपुं;1;एक}/बाष्पसन्दिग्ध{नपुं;2;एक}	बाष्पसन्दिग्ध{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	बाष्पसन्दिग्ध_को					
6.1	इदम्		इदम्	इदम्{सर्वनाम;नपुं;1;एक}/इदम्{सर्वनाम;नपुं;2;एक}	इदम्{सर्वनाम;नपुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	यह					
7.1	वचः	6	वचः	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}	वच{नपुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	तोता					
8.1	आह		आह	ब्रू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	ब्रू1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;ब्रूञ्;:अदादिः}	अभिहित_कर्ता,2.1;सकर्मक	अभिहित_कर्ता,2.1;सकर्मक	KP	कहा					
9.1	सुहृज्जनम्	4	सुहृत्जनम्	जन{पुं;2;एक}	जन{पुं;2;एक}	कर्म,10.1	कर्म,10.1	N2	जन_को					
10.1	समानयामास	2	समानयामास	समानयामास}	स_मान्{णिजन्त,कर्तरि,लट्,प्र,एक,आत्मनेपदी{धातुः मानँ} भ्वादिः}	अभिहित_कर्ता,11.1;सकर्मक	अभिहित_कर्ता,11.1;सकर्मक	KP						
11.1	(धृतराष्ट्रः)			धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	धृतराष्ट्र					
12.1	.	.	-	-	-	-	-		-					
