index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	सः	1	सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	वह					
2.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	चलना					
3.1	मया	2	मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	कर्ता,4.1	कर्ता,4.1	N3	मुझसे					
4.1	अभ्यनुज्ञातः		अभ्यनुज्ञातः	अभ्यनुज्ञा{अव्य;तसिल्}	अनुज्ञात{पुं;1;एक{कृदन्त}({कृत्_धातु ज्ञा1} क्त{धातुः ज्ञा} क्र्यादिः)}	विशेषणम्,2.1	विशेषणम्,2.1	N1	अभ्यनुज्ञे_से					
5.1	त्वया		त्वया	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N3	तुमसे					
6.1	च	3	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA	और					
7.1	पृथिवी-	4	पृथिवी-पते	पृथिवी-	पृथिवी-	T6,7.2	T6,7.2	CP	पृथ्वी-पत_में					
7.2	पते			पत{पुं;7;एक}/पत{नपुं;8;द्वि}/पत{नपुं;1;द्वि}/पत{नपुं;2;द्वि}/पत{नपुं;7;एक}/पति{पुं;8;एक}/पति{नपुं;8;एक}/पति{नपुं;1;एक}/पति{नपुं;2;एक}/पता{स्त्री;8;एक}/पता{स्त्री;8;द्वि}/पता{स्त्री;1;द्वि}/पता{स्त्री;2;द्वि}	पत{पुं;8;एक}	सम्बोध्यः,8.1	सम्बोध्यः,8.1	N8						
8.1	करोतु	5	करोतु	कृ3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}	कृ3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;डुकृञ्;:तनादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP	करे					
9.1	स्वम्	6	स्वम्	स्व{पुं;2;एक}/स्व{नपुं;1;एक}/स्व{नपुं;2;एक}/स्व{सर्वनाम;पुं;2;एक}/स्व{सर्वनाम;नपुं;1;एक}/स्व{सर्वनाम;नपुं;2;एक}	स्व{सर्वनाम;पुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N2	स्व_					
10.1	अभिप्रायम्		अभिप्रायम्	अभि_प्र_इ1{कर्तरि;लङ्;उ;एक;परस्मैपदी;इण्;:अदादिः}/अभिप्राय{पुं;2;एक}	अभिप्राय{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	अभिप्राय_को					
11.1	मा	7	मा	मा{अव्य}/अस्मद्{सर्वनाम;2;एक}	मा{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	नही					
12.1	अस्य		अस्य	इदम्{सर्वनाम;पुं;6;एक}/इदम्{सर्वनाम;नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;:दिवादिः}	इदम्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6	इसका					
13.1	विघ्नकरः	8	विघ्नकरः	विघ्नकर{पुं;1;एक}	विघ्नकर{पुं;1;एक}	विधेय_विशेषणम्,14.1	विधेय_विशेषणम्,14.1	N1	अवरोध_करने_वाला					
14.1	भव	9	भव	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भू;:भ्वादिः}/भव{पुं;8;एक}	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,15.1;अकर्मकः	अभिहित_कर्ता,15.1;अकर्मकः	KP	संसार					
15.1	(त्वम्)				युष्मद्{सर्वनाम;1;एक}	कर्ता,14.1	कर्ता,14.1	N1						
16.1	.	.	-	-	-	-	-	FS	-					
