index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	अहं	1	अहं	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	मैं				अहम्	
2.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	हि					
3.1	(पारलौकिक-लाभाय)	3	(पारलौकिक-लाभाय)	लाभ{पु;4;एक}	लाभ{पु;4;एक}	प्रयोजनम्,8.1	प्रयोजनम्,8.1	N4	नामक					
4.1	सर्वेषां	4	सर्वेषां	सर्व{सर्वनाम;पुं;6;बहु}/सर्व{सर्वनाम;नपुं;6;बहु}	सर्व{सर्वनाम;पुं;6;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N6	सबका					
5.1	तेषां	5	तेषां	तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु}	तद्{सर्वनाम;पुं;6;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N6	उनका				तद्	
6.1	दुर्द्यूतदेविनाम्	6	दुर्द्यूतदेविनाम्	दुरर्द्यूत_ देविन्{पुं;6;बहु}	दुरर्द्यूत_ देविन्{पुं;6;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N6	दुरर्द्यूत-					
7.1	पुत्राणां	7	पुत्राणां	पुत्र{पुं;6;बहु}	पुत्र{पुं;6;बहु}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	पुत्रों_केलियुए					
8.1	दातुम्	8	दातुम्	दा1{अव्य;तुमुन्;दाण्;:भ्वादिः}	दा1{अव्य;तुमुन्;दाण्;:भ्वादिः}	कर्म,9.1	कर्म,9.1	KP	देनेको					
9.1	इच्छामि	9	इच्छामि	इष्2{कर्तरि;लट्;उ;एक;परस्मैपदी;इषुँ;:तुदादिः}	इष्2{कर्तरि;लट्;उ;एक;परस्मैपदी;इषुँ;:तुदादिः}	अभिहित कर्ता,1.1	अभिहित कर्ता,1.1	KP	इच्छा_करता_हूँ					
10.1	भावनुगं	10	भावनुगं	भावानुग{नपुं;2;एक्}	भावानुग{नपुं;2;एक्}	विशेषणम्,11.1	विशेषणम्,11.1	N2	परलौकिक्					
11.1	वसु	11	वसु	वसु{नपुं;1;एक}/वसु{नपुं;2;एक}/वसु{नपुं;8;एक}	वसु{नपुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	धन/भूमि					
12.1	सर्वप्रकृति-	12	सर्वप्रकृति-सान्निध्यं	सर्वप्रकृति	सर्वप्रकृति	समासः,12.2	समासः,12.2	CP	सब जनोंको					
12.2	सान्निध्यं			सान्निध्य{नपुं;2;एक}	सान्निध्य{नपुं;2;एक}	कर्म,13.1	कर्म,13.1	N2						
13.1	कारयित्वा	14	कारयित्वा	कृ1{अव्य;णिजन्त;क्त्वा;डुक्रीञ्;:तनादिः}	कृ1{अव्य;णिजन्त;क्त्वा;डुक्रीञ्;:तनादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	KP	बुलाकर्के					
14.1	स्ववेश्मनि	15	स्ववेश्मनि	स्व-वेश्मन्{नपुं;7;एक}	स्व-वेश्मन्{नपुं;7;एक}	देशाधिकरणम्,8.1	देशाधिकरणम्,8.1	N7	अपना-घर_में					
15.1	.	.	-	-	-	-	-	FS	-					
