index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तुल्यम्	9	तुल्यम्	तुल्य{पुं;2;एक}/तुल्य{नपुं;1;एक}/तुल्य{नपुं;2;एक}	तुल्य{नपुं;2;एक}	मुख्यकर्म,13.1	मुख्यकर्म,13.1	N2	तुल्य_को					
2.1	इयम्	1	इयं	इदम्{सर्वनाम;स्त्री;1;एक}	इदम्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	यह					
3.1	च	2	च	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	और					
4.1	कृपणा	3	कृपणा	कृपण{स्त्री;1;एक}	कृपण{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	कंजूस					
5.1	वृद्धा	4	वृद्धा	वृद्धा{स्त्री;1;एक}	वृद्धा{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	वृद्धा					
6.1	हत-	5	हत-पुत्रा	हत	हत	समासः,6.2	समासः,6.2	CP	हन्1-पुत्रा					
6.2	पुत्रा			पुत्रा{स्त्री;1;एक}	पुत्रा{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1						
7.1	तपस्विनी	6	तपस्विनी	तपस्विनी{स्त्री;1;एक}	तपस्विनी{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	तपस्विनी					
8.1	पुत्र-	8	पुत्र-शोक-आर्ता	पुत्र	पुत्र	समासः,8.2	समासः,8.2	CP	पुत्र-शोक-पीडित					
8.2	शोक-			शोक	शोक	समासः,8.3	समासः,8.3	CP						
8.3	आर्ता			आर्ता{स्त्री;1;एक(पुत्र-शोक-ऋ2;क्त;ऋ;:जुहोत्यादिः)}	आर्ता{स्त्री;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1						
9.1	गान्धारी	7	गान्धारी	गान्धारी{स्त्री;1;एक}/गान्धारि{पुं;1;द्वि}/गान्धारि{पुं;2;द्वि}/गान्धारि{पुं;8;द्वि}	गान्धारी{स्त्री;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	गान्धारियों_को					
10.1	मया	12	मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	सहार्थः,13.1	सहार्थः,13.1	N3	मुझसे					
11.1	(सह)			सह{अव्य}	सह{अव्य}	सहार्थ_द्योतकः,10.1	सहार्थ_द्योतकः,10.1	NA	साथ					
12.1	वः	11	वो	युष्मद्{सर्वनाम;2;बहु}/युष्मद्{सर्वनाम;4;बहु}/युष्मद्{सर्वनाम;6;बहु}	युष्मद्{सर्वनाम;2;बहु}	गौणकर्म,13.1	गौणकर्म,13.1	N2	आपका					
13.1	याचति	10	याचति	याच्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;टुयाचृँ;:भ्वादिः}	याच्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;टुयाचृँ;:भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	अभिहित_कर्ता,8.1;सकर्मक	KP	याचना_करती_है					
14.1	.	.	-	-	-	-	-	FS	-					
