index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	व्यासः	1	व्यासः	व्यास{पुं;1;एक}/व्यास{पुं;1;एक(अस्3;घञ्;असुँ;:दिवादिः)}	व्यास{पुं;1;एक(अस्3;घञ्;असुँ;:दिवादिः)}	कर्ता,6.1	कर्ता,6.1	N1	विभाजन					
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी					
3.1	भगवान्	2	भगवान्	भगवत्{पुं;1;एक}/भग{मतुप्;पुं;1;एक}	भगवत्{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	भगवान्					
4.1	नित्यं		नित्यं	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;2;एक}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	N2	नित्य					
5.1	वासं	3	वासं	वास{पुं;2;एक}	वास{पुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	रहने_की					
6.1	चक्रे	4	चक्रे	चक्र{नपुं;1;द्वि}/चक्र{नपुं;2;द्वि}/कृ1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कृञ्;:भ्वादिः}/कृ1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;कृञ्;:भ्वादिः}/कृ2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कृञ्;:स्वादिः}/कृ2{कर्तरि;लिट्;उ;एक;आत्मनेपदी;कृञ्;:स्वादिः}/कृ3{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;डुकृञ्;:तनादिः}/कृ3{कर्तरि;लिट्;उ;एक;आत्मनेपदी;डुकृञ्;:तनादिः}/कॄ2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कॄञ्;:क्र्यादिः}/कॄ2{कर्तरि;लिट्;उ;एक;आत्मनेपदी;कॄञ्;:क्र्यादिः}/चक्र{नपुं;8;द्वि}/चक्र{पुं;7;एक}/चक्र{नपुं;7;एक}	कृ2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;कृञ्;:स्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP	हिंसा_की					
7.1	नृपेण	5	नृपेण	नृप{पुं;3;एक}	नृप{पुं;3;एक}	सहार्थः,6.1	सहार्थः,6.1	N3	राजा_से					
8.1	ह	6	ह	ह{अव्य}	ह{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ह					
9.1	कथाः	7	कथाः	कथा{स्त्री;1;बहु}/कथा{स्त्री;2;बहु}/कथा{स्त्री;8;बहु}	कथा{स्त्री;2;बहु}	कर्म,10.1	कर्म,10.1	N2	कथायें					
10.1	कुर्वन्	8	कुर्वन्	कुर्वत्{पुं;8;एक}/कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;डुकृञ्;:तनादिः)}	वर्तमानसमानकालः,6.1	वर्तमानसमानकालः,6.1	N1	करता_हुआ					
11.1	पुराणर्षिः		पुराणर्षिः	ऋषि{पुं;1;एक}	ऋषि{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1						
12.1	देवर्षि-		देवर्षि-नृप-रक्षसाम्	देवर्षि	देवर्षि	Di,12.3	Di,12.3	CP	राजा-रक्षसों_के					
12.2	नृप-			नृप	नृप	Di,12.3	Di,12.3	CP						
12.3	रक्षसाम्			रक्षस्{नपुं;6;बहु}/रक्षस्{पुं;6;बहु}	रक्षस्{पुं;6;बहु}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6						
13.1	.	.	-	-	-	-	-	FS	-					
