index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तत्र	1	तत्र	तत्र{अव्य}	तत्र{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	वहाँ					
2.1	मित्र-	2	मित्र-बलं	मित्र	मित्र	समासः,2.2	समासः,2.2	CP	मित्र-बल_को					
2.2	बलं			बल{पुं;2;एक}/बल{नपुं;1;एक}/बल{नपुं;2;एक}	बल{नपुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1						
3.1	राजन्	3	राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;राजृँ;:भ्वादिः)}	राजन्{पुं;8;एक}}	सम्बोध्यः,16.1	सम्बोध्यः,16.1	N8	राजा					
4.1	मौलेन	4	मौलेन	मौल{पुं;3;एक}/मौल{नपुं;3;एक}	मौल{नपुं;3;एक}	तुलना_बिन्दुः,2.2	तुलना_बिन्दुः,2.2	N3	मौल_से					
5.1	न	5	न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं					
5.2	(तुल्यं)		-	-	-	विधेय_विशेषणम्,2.2	विधेय_विशेषणम्,2.2	N1						
6.1	विशिष्यते	6	विशिष्यते	वि_शिष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;शिषॢँ;:रुधादिः}/वि_शास्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;शासुँ;:अदादिः}	वि_शिष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;शिषॢँ;:रुधादिः}	अभिहित_कर्ता,2.2	अभिहित_कर्ता,2.2	KP	विश्वास् करना चाहिए					
7.1	श्रेणिबलं	7	श्रेणिबलं	श्रेणिबलम्{नपुं;2;एक}/श्रेणिबलम्{नपुं;1;एक}	श्रेणिबलम्{नपुं;1;एक}	समुच्चितः,8.1	समुच्चितः,8.1	N1	सैन्य् से					
8.1	भृतं	8	भृतं	भृत्{पुं;2;एक}/भृत{पुं;2;एक(भृ2;क्त;डुभृञ्;:जुहोत्यादिः)}/भृत{नपुं;1;एक(भृ2;क्त;डुभृञ्;:जुहोत्यादिः)}/भृत{नपुं;2;एक(भृ2;क्त;डुभृञ्;:जुहोत्यादिः)}	भृत{नपुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	भृत्_को					
9.1	च	9	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.1	समुच्चय_द्योतकः,8.1	NA	और					
10.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	ही					
11.1	तुल्य		तुल्य	तुल्य{अव्य}	तुल्य{अव्य}	विधेय_विशेषणम्,8.1	विधेय_विशेषणम्,8.1	NA	-	N8	तुल्य	तुल्य		
12.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	-	FS				
12.2	(विशिष्यते)	.	-	-	-	वाक्यकर्म,16.1;अभिहित_कर्ता,8.1	वाक्यकर्म,16.1;अभिहित_कर्ता,8.1							
13.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,12.2	वाक्यकर्म_द्योतकः,12.2	NA						
14.1	मे		मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,15.1	षष्ठीसम्बन्धः,15.1	N6	षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,7.1	N6	मेरा	मेरा		
15.1	मतिः		मतिः	मति{स्त्री;1;एक}	मति{स्त्री;1;एक}	कर्ता,16.1	कर्ता,16.1	N1	सुप्_समुच्चितः,7.1	N1	मति	मति		
16.1	(अस्ति)		-	-	-	अभिहित_कर्ता,15.1	अभिहित_कर्ता,15.1	KP						
17.1	.	.	-	-	-	-	-	FS	-					
