index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	तम्	1	तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	उसको					
2.1	अन्वगच्छत्		अन्वगच्छत्	अनु_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;गमॢँ;:भ्वादिः}	अनु_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;गमॢँ;:भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक	अभिहित_कर्ता,3.1;सकर्मक	KP	अनुसरण_किया					
3.1	विदुरः		विदुरः	विदुर{पुं;1;एक}	विदुर{पुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	बुद्धिमान					
4.1	विद्वान्	2	विद्वान्	विद्वस्{पुं;1;एक}	विद्वस्{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	विद्वान्					
5.1	सूतः		सूतः	सूत{पुं;1;एक}/सूत{पुं;1;एक(षू3;क्त;षू;:तुदादिः)}/सूत{पुं;1;एक(षू1;क्त;षूङ्;:अदादिः)}/सूत{पुं;1;एक(षू2;क्त;षूङ्;:दिवादिः)}	सूत{पुं;1;एक(षू3;क्त;षू;:तुदादिः)}	समुच्चितः,3.1	समुच्चितः,3.1	N1	सूत					
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA	और					
7.1	सञ्जयः	3	सञ्जयः	सञ्जय{पुं;1;एक}	सञ्जय{पुं;1;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N1	संजय					
8.1	सः	4	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N1	वह					
9.1	च	5	च	च{अव्य}	च{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	और					
10.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	भी					
11.1	परम-	6	परम-इष्वासः	परम	परम	Bs6,11.2	Bs6,11.2	CP						
11.2	इष्वासः			इष्वासः{पुं;1;एक}	इष्वास{पुं;1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1	लव					
12.1	कृपः	7	कृपः	कृप{पुं;1;एक}	कृप{पुं;1;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N1	कृपाचार्य					
13.1	शारद्वतः	8	शारद्वतः	सोम{पुं;1;एक}	सोम{पुं;1;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N1	सोम					
14.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	वैसे					
15.1	.	.	-	-	-	-	-	FS	-					
