index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	राज-	7	राज-इन्द्र	राज	राज 	समासः,1.2	समासः,1.2	CP	राजा					
1.2	इन्द्र			इन्द्र{पुं;8;एक}	इन्द्र{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,14.1	N8						
2.1	अद्य			अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,7.1	कालाधिकरणम्,7.1	NA	आज					
3.1	आत्मनः	1	आत्मनः	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	आत्माओं_को					
4.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	तो					
5.1	मुख्यम्	3	मुख्यम्	मुख्य{पुं;2;एक}/मुख्य{नपुं;1;एक}/मुख्य{नपुं;2;एक}	मुख्य{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	मुख्य_को					
6.1	हितम्	2	हितम्	हित{पुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;1;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{पुं;2;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;1;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;2;एक(हि1;क्त;हि;:स्वादिः)}	हित{पुं;2;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}	कर्म,7.1	कर्म,7.1	N2						
7.1	प्रतिकर्तव्यम्	4	प्रतिकर्तव्यम्	प्रति-कर्तव्य{पुं;2;एक(प्रति-कृ3;तव्यत्;डुकृञ्;:तनादिः)}/प्रति-कर्तव्य{नपुं;1;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/प्रति-कर्तव्य{नपुं;2;एक(कृ3;तव्यत्;डुकृञ्;:तनादिः)}/प्रति-कर्तव्य{पुं;2;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/प्रति-कर्तव्य{नपुं;1;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/प्रति-कर्तव्य{नपुं;2;एक(कृ2;तव्यत्;कृञ्;:स्वादिः)}/प्रति-कर्तव्य{पुं;2;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}/प्रति-कर्तव्य{नपुं;1;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}/प्रति-कर्तव्य{नपुं;2;एक(कृ1;तव्यत्;कृञ्;:भ्वादिः)}	प्रति-कर्तव्य{पुं;2;एक(प्रति-कृ3;तव्यत्;डुकृञ्;:तनादिः)}	प्रतियोगी,8.1	प्रतियोगी,8.1	N2						
8.1	तत्	8	तत्	तत्{अव्य}/तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तत्{सर्वनाम;नपुं;2;एक}	अनुयोगी,14.1	अनुयोगी,14.1	N2						
9.1	मे	5	मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	समुच्चितः,10.1	समुच्चितः,10.1	N6	मेरा					
10.1	गान्धार्याः	6	गान्धार्याः	गान्धारी{स्त्री;5;एक}/गान्धारी{स्त्री;6;एक}	गान्धारी{स्त्री;6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	गान्धारी_से					
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.1	समुच्चय_द्योतकः,10.1	NA	और					
12.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	ही					
13.1	अनुज्ञातुम्		अनुज्ञातुम्	ज्ञा1{अव्य;तुमुन्;ज्ञा;:क्र्यादिः}	अनु_ज्ञा1{अव्य;तुमुन्;ज्ञा;:क्र्यादिः}	सहायकक्रिया,14.1	सहायकक्रिया,14.1	NA						
14.1	अर्हसि		अर्हसि	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:चुरादिः}	अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;:भ्वादिः}	अभिहित_कर्ता,7;सकर्मक	अभिहित_कर्ता,7;सकर्मक	KP	योग्य_होते_हो					
15.1	.	.	-	-	-	-	-	FS	-					
