index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
														
1.1	इन्द्रियाणि	1	इन्द्रियाणि	इन्द्रिय{नपुं;1;बहु}/इन्द्रिय{नपुं;2;बहु}/इन्द्रिय{नपुं;8;बहु}	इन्द्रिय{नपुं;2;बहु}	कर्म,5.1	कर्म,5.1	N2	इन्द्रिय					
2.1	च	2	च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	और					
3.1	सर्वाणि	3	सर्वाणि	सर्व{सर्वनाम;नपुं;1;बहु}/सर्व{सर्वनाम;नपुं;2;बहु}/षर्व्1{कर्तरि;लोट्;उ;एक;परस्मैपदी;षर्वँ;:भ्वादिः}/सर्वाणी{स्त्री;8;एक}	सर्व{सर्वनाम;नपुं;2;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N2	सब					
4.1	वाजिवत्	4	वाजिवत्	वाजिन्{अव्य;वत्}	वाजिन्{अव्य;वत्}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA						
5.1	परिपालय		परिपालय	परि_पाल्1{कर्तरि;लोट्;म;एक;परस्मैपदी;पालँ;:चुरादिः}	परि_पाल्1{कर्तरि;लोट्;म;एक;परस्मैपदी;पालँ;:चुरादिः}	अभिहित_कर्ता,6;सकर्मक	अभिहित_कर्ता,6;सकर्मक	KP	परि_पाल्1_प्प्_स्क्यें					
6.1	(त्वम्)				युष्मद्{सर्वनाम;1;एक}	कर्ता,5.1	कर्ता,5.1	N1						
7.1	हिताय	5	हिताय	हित{पुं;4;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{नपुं;4;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}/हित{पुं;4;एक(हि1;क्त;हि;:स्वादिः)}/हित{नपुं;4;एक(हि1;क्त;हि;:स्वादिः)}	हित{पुं;4;एक(धा1;क्त;डुधाञ्;:जुहोत्यादिः)}	सम्प्रदानम्,9.1	सम्प्रदानम्,9.1	N4						
8.1	वै	6	वै	वै{अव्य}	वै{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	सुखना					
9.1	भविष्यन्ति(भविष्यति)	7	भविष्यन्ति	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}/भविष्यत्{नपुं;1;एक}/भविष्यत्{नपुं;2;एक}/भविष्यत्{नपुं;8;एक}	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,9.2;अकर्मकः	अभिहित_कर्ता,9.2;अकर्मकः	KP	होंगे					
9.2	(तानि)					कर्ता,9.1;सम्बन्धः,1.1	कर्ता,9.1;सम्बन्धः,1.1	N1						
9.3						सम्बन्धः,9.2	सम्बन्धः,9.2	NA						
10.1	रक्षितम्	8	रक्षितम्	रक्षित{पुं;2;एक(रक्ष्1;क्त;रक्षँ;:भ्वादिः)}/रक्षित{नपुं;1;एक(रक्ष्1;क्त;रक्षँ;:भ्वादिः)}/रक्षित{नपुं;2;एक(रक्ष्1;क्त;रक्षँ;:भ्वादिः)}	रक्षित{नपुं;1;एक(रक्ष्1;क्त;रक्षँ;:भ्वादिः)}	विशेषणम्,11.1	विशेषणम्,11.1	N1						
11.1	द्रविणम्	9	द्रविणम्	द्रविण{नपुं;1;एक}/द्रविण{नपुं;2;एक}	द्रविण{नपुं;1;एक}	उपमानम्,9.2	उपमानम्,9.2	N1	द्रविण					
12.1	यथा	10	यथा	यथा{अव्य}	यथा{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	जैसे					
13.1	.	.	-	-	-	-	-	FS	-					
